grid_id,iso639,label
grid.411510.0,zh,中国矿业大学
grid.411511.1,bn,বাংলাদেশ কৃষি বিশ্ববিদ্যালয়
grid.411512.2,bn,বাংলাদেশ প্রকৌশল বিশ্ববিদ্যালয়
grid.411513.3,es,Universidad Luterana de Brasil
grid.411513.3,en,Lutheran University of Brazil
grid.411514.4,zh,宝鸡文理学院
grid.411517.7,uk,Львівський національний медичний університет імені Данила Галицького
grid.411517.7,ru,Львовский национальный медицинский университет имени Данила Галицкого
grid.411517.7,pl,Lwowski Narodowy Uniwersytet Medyczny im. Daniela Halickiego
grid.411519.9,zh,中国石油大学
grid.411521.2,fa,دانشگاه علوم پزشکی بقیةالله
grid.411524.7,hi,"महर्षि दयानन्द विश्वविद्यालय, रोहतक"
grid.411526.5,zh,中国政法大学
grid.411527.4,zh,西华师范大学
grid.411529.a,ta,மகாத்மா ஜோதிபா பூலே ரோகில்கந்து பல்கலைக்கழகம்
grid.411529.a,hi,रुहेलखण्ड विश्वविद्यालय
grid.411532.0,ja,兵庫医療大学
grid.411536.4,fa,دانشگاه امام حسین
grid.411537.5,fa,دانشگاه بین‌المللی امام خمینی
grid.411538.a,th,มหาวิทยาลัยมหาสารคาม
grid.411539.b,yo,Yunifásítì Ìpínlẹ̀ Ímò
grid.411540.5,ru,Башкирский государственный медицинский университет
grid.411545.0,ko,전북대학교
grid.411548.d,tr,Başkent Üniversitesi
grid.411549.c,tr,Gaziantep Üniversitesi
grid.411550.4,tr,Gaziosmanpaşa Üniversitesi
grid.411552.6,ta,மகாத்மா காந்தி பல்கலைக்கழகம்
grid.411552.6,pa,ਮਹਾਤਮਾ ਗਾਂਧੀ ਯੂਨੀਵਰਸਿਟੀ
grid.411552.6,ml,മഹാത്മാഗാന്ധി സര്‍വ്വകലാശാല
grid.411554.0,th,มหาวิทยาลัยแม่ฟ้าหลวง
grid.411555.1,ur,گورنمنٹ کالج لاہور
grid.411555.1,pa,ਗੌਰਮਿੰਟ ਕਾਲਜ ਯੂਨੀਵਰਸਿਟੀ
grid.411558.c,th,มหาวิทยาลัยแม่โจ้
grid.411559.d,de,Universitätsklinikum Magdeburg
grid.411562.5,ja,福岡教育大学
grid.411574.2,ja,福岡女子大学
grid.411575.3,zh,重庆师范大学
grid.411576.0,ar,جامعة البصرة
grid.411578.e,zh,重庆工商大学
grid.411579.f,sv,Mälardalens högskola
grid.411579.f,fi,Mälarinlaakson korkeakoulu
grid.411580.9,de,Univ. Klinikum Graz
grid.411581.8,zh,重庆三峡学院
grid.411582.b,ja,福島県立医科大学
grid.411583.a,fa,دانشگاه علوم پزشکی مشهد
grid.411585.c,yo,Yunifásítì Báyéró
grid.411587.e,zh,重庆邮电大学
grid.411589.0,ja,福山大学
grid.411594.c,zh,重庆理工大学
grid.411595.d,es,Universidad Industrial de Santander
grid.411596.e,ga,Ospidéal an Mater Misercordiae
grid.411598.0,en,Federal University Foundation of Rio Grande
grid.411599.1,fr,Hôpital Beaujon
grid.411600.2,fa,دانشگاه علوم پزشکی شهید بهشتی
grid.411601.3,zh,北华大学
grid.411602.0,ko,화순전남대학교병원
grid.411604.6,zh,福州大学
grid.411606.4,zh,北京市心肺血管疾病研究所
grid.411607.5,zh,北京朝阳医院
grid.411608.a,tr,Maltepe Üniversitesi
grid.411610.3,zh,北京友谊医院
grid.411611.2,ja,松本歯科大学
grid.411612.1,ko,인제대학교
grid.411613.0,ja,松山大学
grid.411614.7,zh,北京体育大学
grid.411615.6,zh,北京工商大学
grid.411617.4,zh,北京市神经外科研究所
grid.411618.b,zh,北京联合大学
grid.411620.0,ja,中京大学
grid.411621.1,ja,島根大学
grid.411622.2,fa,دانشگاه مازندران
grid.411626.6,zh,北京农学院
grid.411628.8,th,โรงพยาบาลจุฬาลงกรณ์
grid.411629.9,zh,北京建筑工程学院
grid.411630.1,mr,मंगळूर विद्यापीठ
grid.411630.1,kn,ಮಂಗಳೂರು ವಿಶ್ವವಿದ್ಯಾಲಯ
grid.411630.1,hi,मंगलौर विश्वविद्यालय
grid.411631.0,ko,인제 대학교 해운대 백병원
grid.411633.2,ko,인제 대학교 일산 백병원
grid.411634.5,zh,北京大学人民医院
grid.411635.4,ko,인제대학교백병원
grid.411636.7,zh,中華醫事科技大學
grid.411637.6,pl,Politechnika Koszalińska
grid.411638.9,zh,内蒙古农业大学
grid.411639.8,kn,ಮನಿಪಾಲ
grid.411639.8,hi,मणिपाल विश्वविद्यालय
grid.411639.8,fr,Université de manipal
grid.411642.4,zh,北京大学第三医院
grid.411643.5,zh,内蒙古大学
grid.411644.2,hi,मणिपुर विश्वविद्यालय
grid.411648.e,zh,内蒙古工业大学
grid.411650.7,tr,İnönü Üniversitesi
grid.411651.6,ko,중앙대학교의료원
grid.411659.e,en,Meritorious Autonomous University of Puebla
grid.411660.4,fr,Université de banha
grid.411660.4,ar,جامعة بنها
grid.411661.5,ko,한국교통대학교
grid.411662.6,ar,جامعة بني سويف
grid.411668.c,en,University Hospital Erlangen
grid.411669.d,ru,Чувашский государственный университет имени И. Н. Ульянова
grid.411675.0,en,Bezmialem Vakıf Universty
grid.411677.2,ta,பாரதியார் பல்கலைக்கழகம்
grid.411677.2,ml,ഭാരതിയാർ സർവ്വകലാശാല
grid.411677.2,hi,भरतिआर विश्वविध्यालय
grid.411678.d,ta,பாரதிதாசன் பல்கலைக்கழகம்
grid.411680.a,zh,石河子大学
grid.411681.b,hi,भारती विद्यापीठ
grid.411683.9,ar,جامعة الجزيرة
grid.411685.f,ur,اندارپراسٹہ معلومات ٹیکنالوجی انسٹی ٹیوٹ
grid.411685.f,hi,गुरु गोबिन्द सिंह इन्द्रप्रस्थ विश्वविद्यालय
grid.411688.2,tr,Celal Bayar Üniversitesi
grid.411689.3,tr,Cumhuriyet Üniversitesi
grid.411690.b,tr,Dicle Üniversitesi
grid.411691.a,tr,Mersin Üniversitesi
grid.411693.8,tr,Trakya Üniversitesi
grid.411697.c,ja,岐阜薬科大学
grid.411699.2,zh,中国人民公安大学
grid.411700.3,fa,دانشگاه بیرجند
grid.411701.2,fa,دانشگاه علوم پزشکی بیرجند
grid.411703.0,tr,Yüzüncü Yıl Üniversitesi
grid.411705.6,fa,دانشگاه علوم پزشکی تهران
grid.411709.a,tr,Giresun Üniversitesi
grid.411711.3,bg,Медицински университет - Плевен
grid.411713.1,zh,中国民航大学
grid.411718.a,pt,Universidade Gama Filho
grid.411723.2,hi,इंटीग्रल विश्वविद्यालय
grid.411723.2,fr,Université intégrale de lucknow
grid.411724.5,ja,国際基督教大学
grid.411727.6,ur,بین الاقوامی اسلامی یونیورسٹی
grid.411728.9,pl,Śląski Uniwersytet Medyczny w Katowicach
grid.411729.8,ms,Universiti Perubatan Antarabangsa
grid.411730.0,en,Navarra University Clinic
grid.411731.1,ja,国際医療福祉大学
grid.411733.3,ko,강릉원주대학교
grid.411734.4,zh,甘肃农业大学
grid.411736.6,ar,جامعة بنغازي
grid.411737.7,nl,Interuniversitair Cardiologisch Instituut Nederland
grid.411739.9,tr,Erciyes Üniversitesi
grid.411739.9,az,Ərciyəs Universiteti
grid.411741.6,tr,Kahramanmaraş Sütçü İmam Üniversitesi
grid.411742.5,tr,Pamukkale Üniversitesi
grid.411743.4,en,Bozok University
grid.411744.3,id,Universitas Brawijaya
grid.411748.f,fa,دانشگاه علم و صنعت ایران
grid.411749.e,ur,جامعہ گومل
grid.411750.6,fa,دانشگاه اصفهان
grid.411751.7,fa,دانشگاه صنعتی اصفهان
grid.411755.3,ja,石巻専修大学
grid.411756.0,ja,福井県立大学
grid.411757.1,fa,دانشگاه آزاد اسلامی خوراسگان
grid.411760.5,de,Universitätsklinikum Würzburg
grid.411761.4,tr,Mehmet Akif Ersoy Üniversitesi
grid.411762.7,bn,ইসলামী বিশ্ববিদ্যালয়
grid.411763.6,ja,明治薬科大学
grid.411764.1,ja,明治大学
grid.411765.0,fa,دانشگاه علوم کشاورزی و منابع طبیعی گرگان
grid.411767.2,ja,明海大学
grid.411768.d,fa,دانشگاه آزاد اسلامی واحد مشهد
grid.411769.c,fa,دانشگاه آزاد اسلامی واحد کرج
grid.411769.c,en,Karaj Islamic Azad University
grid.411771.5,ta,கொச்சின் அறிவியல் மற்றும் தொழில்நுட்பப் பல்கலைக்கழகம்
grid.411771.5,ml,കൊച്ചിൻ യൂനിവേഴ് സിറ്റി ഓഫ് സയൻസ് ആന്റ് ടെക് നോളജി
grid.411773.7,tr,İstanbul Bilim Üniversitesi
grid.411774.0,tr,İstanbul Kültür Üniversitesi
grid.411776.2,tr,İstanbul Medeniyet Üniversitesi
grid.411778.c,de,Universitätsklinikum Mannheim
grid.411779.d,ta,குவஹாத்தி பல்கலைக்கழகம்
grid.411779.d,hi,गुवाहाटी विश्वविद्यालय
grid.411779.d,bn,গুয়াহাটি বিশ্ববিদ্যালয়
grid.411780.b,ta,மனோன்மணியம் சுந்தரனார் பல்கலைக்கழகம்
grid.411782.9,yo,Yunifásítì ìlú Èkó
grid.411786.d,ur,جی سی یونیورسٹی فیصل آباد
grid.411790.a,ja,岩手医科大学
grid.411792.8,ja,岩手大学
grid.411795.f,tr,İzmir Kâtip Çelebi Üniversitesi
grid.411796.c,tr,İzmir Ekonomi Üniversitesi
grid.411796.c,az,İzmir İqtisadiyyat Universiteti
grid.411805.9,es,Universidad Bryant
grid.411807.b,fa,دانشگاه بوعلی سینا
grid.411808.4,bn,জাহাঙ্গীরনগর বিশ্ববিদ্যালয়
grid.411810.d,ar,جامعة مصر الدولية
grid.411811.c,ja,宮城教育大学
grid.411813.e,hi,मिज़ोरम विश्वविद्यालय
grid.411815.8,ko,목포대학교
grid.411818.5,ur,جامعہ ملیہ اسلامیہ
grid.411818.5,pa,ਜਾਮੀਆ ਮਿਲੀਆ ਇਸਲਾਮੀਆ
grid.411818.5,ml,ജാമിയ മില്ലിയ ഇസ്ലാമിയ
grid.411818.5,hi,जामिया मिलिया इस्लामिया
grid.411818.5,bn,জামিয়া মিলিয়া ইসলামিয়া
grid.411818.5,en,National Islamic University
grid.411820.e,cy,Prifysgol Newydd Swydd Buckingham
grid.411821.f,pl,Uniwersytet Jana Kochanowskiego w Kielcach
grid.411822.c,tr,Bülent Ecevit Üniversitesi
grid.411824.a,zh,慈濟大學
grid.411825.b,th,มหาวิทยาลัยบูรพา
grid.411826.8,bn,বর্ধমান বিশ্ববিদ্যালয়
grid.411827.9,ja,日本女子大学
grid.411828.6,te,జవహర్ లాల్ నెహ్రూ సాంకేతిక విశ్వవిద్యాలయం
grid.411828.6,ta,ஜவகர்லால் நேரு தொழில்நுட்பவியல் பல்கலைக்கழகம்
grid.411829.7,te,జవహర్ లాల్ నెహ్రూ సాంకేతిక విశ్వవిద్యాలయం
grid.411830.f,be,Гродненский государственный медицинский университет
grid.411830.f,ru,Гродзенскі дзяржаўны медыцынскі універсітэт
grid.411831.e,ar,جامعة جازان
grid.411832.d,fa,دانشگاه علوم پزشکی بوشهر
grid.411838.7,fr,Université de monastir
grid.411838.7,ar,جامعة المنستير
grid.411839.6,en,Hospital General Universitario de Albacete
grid.411840.8,ar,جامعة القاضي عياض
grid.411840.8,fr,Université Cadi Ayyad
grid.411842.a,ko,제주 대학교 병원
grid.411845.d,ko,전주대학교
grid.411846.e,zh,广东海洋大学
grid.411847.f,zh,广东药学院
grid.411848.0,ar,جامعة الموصل
grid.411849.1,zh,佳木斯大学
grid.411850.9,ta,அன்னை தெரசா மகளிர் பல்கலைக்கழகம்
grid.411851.8,zh,广东工业大学
grid.411854.d,zh,江汉大学
grid.411857.e,zh,江苏师范大学
grid.411858.1,zh,广西中医药大学
grid.411859.0,zh,江西农业大学
grid.411860.a,zh,广西民族大学
grid.411861.b,tr,Muğla Sıtkı Koçman Üniversitesi
grid.411862.8,zh,江西师范大学
grid.411863.9,zh,广州大学
grid.411864.e,zh,江西科技师范大学
grid.411865.f,th,มหาวิทยาลัยมัลติมีเดีย
grid.411866.c,zh,广州中医药大学
grid.411868.2,zh,江西中医药大学
grid.411871.a,ja,長崎国際大学
grid.411872.9,fa,دانشگاه گیلان
grid.411874.f,fa,دانشگاه علوم پزشکی گیلان
grid.411875.e,hi,गुजरात आयुर्वेद विश्वविद्यालय
grid.411875.e,gu,ગુજરાત આયુર્વેદ યુનિવર્સિટી
grid.411877.c,te,గుజరాత్ విశ్వవిద్యాలయం
grid.411877.c,ta,குஜராத் பல்கலைக்கழகம்
grid.411877.c,hi,गुजरात विश्वविद्यालय
grid.411877.c,gu,ગુજરાત યુનિવર્સિટી
grid.411880.4,te,గుల్బర్గా విశ్వవిద్యాలయం
grid.411880.4,ta,குல்பர்கா பல்கலைக்கழகம்
grid.411880.4,kn,ಗುಲ್ಬರ್ಗಾ ವಿಶ್ವವಿದ್ಯಾಲಯ
grid.411880.4,hi,गुलबर्गा विश्वविद्यालय
grid.411883.7,sk,Univerzita Konštantína Filozofa v Nitre
grid.411883.7,hu,Nyitrai Konstantin Filozófus Egyetem
grid.411884.0,ar,جامعة الخليج الطبية
grid.411885.1,ja,名古屋市立大学病院
grid.411886.2,ga,Ospidéal Ollscoile Ban agus Naíonán an Chúim
grid.411890.5,pa,ਗੁਰੂ ਅੰਗਦ ਦੇਵ ਵੈਟਨਰੀ ਅਤੇ ਐਨੀਮਲ ਸਾਇੰਸਜ਼ ਯੂਨੀਵਰਸਿਟੀ
grid.411892.7,ta,குரு ஜம்பேசுவர் அறிவியல் மற்றும் தொழில்நுட்பப் பல்கலைக்கழகம்
grid.411892.7,hi,गुरु जंभेश्वर विश्वविद्यालय
grid.411894.1,pa,ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਯੂਨੀਵਰਸਿਟੀ
grid.411895.0,hi,गुरुकुल कांगड़ी विश्वविद्यालय
grid.411898.d,ja,東京慈恵会医科大学
grid.411901.c,ca,Universitat de Còrdova
grid.411901.c,es,Universidad de Córdoba
grid.411902.f,zh,集美大学
grid.411904.9,de,Allgemeines Krankenhaus der Stadt Wien
grid.411907.a,zh,内蒙古师范大学
grid.411909.4,ja,東京医科大学八王子医療センター
grid.411912.e,zh,吉首大学
grid.411913.f,hi,"जीवाजी विश्वविद्यालय, ग्वालियर"
grid.411916.a,ga,Ospidéal Ollscoil Chorcaí
grid.411917.b,zh,汕头大学医学院附属肿瘤医院
grid.411918.4,zh,天津医科大学肿瘤医院
grid.411919.5,tr,Çankaya Üniversitesi
grid.411921.e,af,Kaapse Skiereiland Universiteit van Tegnologie
grid.411923.c,zh,首都经济贸易大学
grid.411924.b,fa,دانشگاه علوم پزشكي گناباد
grid.411932.c,yo,Yunifásítì Covenant
grid.411935.b,fr,Hôpital johns-hopkins
grid.411938.6,ta,சத்ரபதி ஷாகுஜி மகராஜ் பல்கலைக்கழகம்
grid.411938.6,hi,छत्रपति शाहूजी महाराज विश्वविद्यालय
grid.411941.8,de,Universitätsklinikum Regensburg
grid.411941.8,en,University Hospital Regensburg
grid.411942.b,ko,대구한의대학교
grid.411943.a,sw,Chuo Kikuu cha Kilimo na Teknolojia cha Jomo Kenyatta
grid.411944.d,ar,مستشفى الأردن
grid.411947.e,ko,가톨릭대학교
grid.411948.1,ko,대전대학교
grid.411950.8,fa,دانشگاه علوم پزشکی و خدمات بهداشتی درمانی استان همدان
grid.411952.a,es,Universidad Católica de Brasilia
grid.411952.a,en,Catholic University of Brasília
grid.411953.b,sv,Högskolan Dalarna
grid.411953.b,fi,Taalainmaan korkeakoulu
grid.411954.c,de,Katholische Universität Córdoba
grid.411954.c,fr,Université Catholique de Cordoba
grid.411954.c,es,Universidad Católica de Córdoba
grid.411955.d,ur,جامعۂ ہمدرد
grid.411956.e,ko,한밭대학교
grid.411957.f,ko,한동대학교
grid.411963.8,zh,杭州电子科技大学
grid.411964.f,es,Universidad Católica del Maule
grid.411965.e,en,Catholic University of Pelotas
grid.411967.c,gl,Universidade Católica San Antonio de Murcia
grid.411967.c,en,Saint Anthony Catholic University
grid.411968.3,ko,한경대학교
grid.411970.a,ko,한남대학교
grid.411971.b,zh,大连医科大学
grid.411973.9,fa,دانشگاه دامغان
grid.411975.f,ar,جامعة الإمام عبدالرحمن بن فيصل
grid.411976.c,fa,دانشگاه صنعتی خواجه نصیرالدین طوسی
grid.411978.2,ar,جامعة كفر الشيخ
grid.411981.4,ja,女子栄養大学
grid.411982.7,ko,단국대학교
grid.411983.6,ko,단국대학교의과대학부속병원
grid.411984.1,en,University Medical Center Göttingen
grid.411985.0,ta,தீன் தயாள் உபாத்யாய் கோரக்பூர் பல்கலைக்கழகம்
grid.411985.0,hi,दीन दयाल उपाध्याय गोरखपुर विश्वविद्यालय
grid.411986.3,ko,한양대학교병원 응급실
grid.411989.c,nl,Hanzehogeschool Groningen
grid.411990.4,te,కాకతీయ విశ్వవిద్యాలయము
grid.411990.4,hi,काकतीय विश्वविद्यालय
grid.411991.5,zh,哈尔滨师范大学
grid.411992.6,zh,哈尔滨商业大学
grid.411993.7,bn,কল্যাণী বিশ্ববিদ্যালয়
grid.411994.0,zh,哈尔滨理工大学
grid.411995.1,ja,神奈川大学
grid.411997.3,ur,راشٹرسنت تکڑو جی مہاراج ناگپور یونیورسٹی
grid.411997.3,ta,நாக்பூர் பல்கலைக்கழகம்
grid.411997.3,mr,राष्ट्रसंत तुकडोजी महाराज नागपूर विद्यापीठ
grid.411997.3,hi,नागपुर विश्वविद्यालय
grid.411998.c,ja,金沢医科大学
grid.411999.d,tr,Harran Üniversitesi
grid.412000.7,ja,中村学園大学
grid.412001.6,id,Universitas Hasanuddin
grid.412004.3,fr,Hôpital universitaire de zurich
grid.412004.3,de,Universitätsspital Zürich
grid.412006.1,tr,Namık Kemal Üniversitesi
grid.412007.0,zh,南昌航空大学
grid.412010.6,ko,강원대학교
grid.412011.7,ko,강원대학교병원
grid.412012.4,ar,جامعة هولير الطبية
grid.412013.5,ja,関西大学
grid.412015.3,hi,देवि अहिल्या विश्वविद्यालय
grid.412017.1,zh,南华大学 (湖南)
grid.412018.e,ja,関東学院大学
grid.412021.4,ja,北海道医療大学
grid.412022.7,zh,南京工业大学
grid.412023.6,bn,ডিব্রুগড় বিশ্ববিদ্যালয়
grid.412024.1,zh,河北科技师范学院
grid.412025.0,ja,奈良教育大学
grid.412026.3,zh,河北北方学院
grid.412028.d,zh,河北工程大学
grid.412029.c,th,มหาวิทยาลัยนเรศวร
grid.412030.4,zh,河北工业大学
grid.412031.5,ja,鳴門教育大学
grid.412032.6,id,Universitas Diponegoro
grid.412033.7,uk,Дніпропетровський національний університет імені Олеся Гончара
grid.412033.7,ru,Днепропетровский национальный университет имени Олеся Гончара
grid.412033.7,pl,Dniepropetrowski Uniwersytet Narodowy im. Ołesia Honczara
grid.412041.2,eu,Bordeleko Unibertsitatea
grid.412041.2,fr,Université de Bordeaux
grid.412042.1,en,National Chengchi University
grid.412043.0,en,University of Caen Lower Normandy
grid.412046.5,en,National Chiayi University
grid.412048.b,ko,동아대학교의료원
grid.412050.2,ko,동의대학교
grid.412053.1,zh,合肥学院
grid.412056.4,ta,காருண்யா பல்கலைக்கழகம்
grid.412058.a,ca,Universitat de Còrsega Pasquale Paoli
grid.412058.a,fr,Université de Corse Pascal Paoli
grid.412059.b,ko,동덕여자대학교
grid.412060.1,ar,جامعة كسلا
grid.412062.3,tr,Kastamonu Üniversitesi
grid.412065.4,ko,동서대학교
grid.412066.7,en,JILA
grid.412067.6,zh,黑龙江大学
grid.412069.8,ko,동신대학교
grid.412072.2,ko,대구가톨릭대학교병원 모바일
grid.412073.3,zh,北京中医药大学东直门医院
grid.412075.5,ja,三重大学病院
grid.412076.6,zh,國立高雄師範大學
grid.412077.7,ko,대구대학교
grid.412078.8,fr,Institut universitaire en santé mentale douglas
grid.412080.f,ur,ڈاؤ یونیورسٹی آف ہیلتھ سائنسز
grid.412081.e,uk,Національний медичний університет імені Олександра Богомольця
grid.412081.e,ru,Национальный медицинский университет имени А. А. Богомольца
grid.412081.e,pl,Narodowy Medyczny Uniwersytet im. O.Bohomolca
grid.412082.d,ja,川崎医療福祉大学
grid.412084.b,mr,डॉ. बाबासाहेब आंबेडकर मराठवाडा विद्यापीठ
grid.412085.a,pl,Uniwersytet Kazimierza Wielkiego
grid.412086.9,hi,डॉ राम मनोहर लोहिया अवध विश्वविद्यालय
grid.412087.8,zh,國立臺北科技大學
grid.412091.f,ko,계명대학교
grid.412093.d,ar,جامعة حلوان
grid.412095.b,hr,Klinička bolnica Dubrava
grid.412096.8,ja,慶應義塾大学病院
grid.412098.6,zh,河南中医学院
grid.412099.7,zh,河南工业大学
grid.412108.e,es,Universidad Nacional de Cuyo
grid.412109.f,tr,Dumlupınar Üniversitesi
grid.412110.7,zh,中国人民解放军国防科学技术大学
grid.412112.5,fa,دانشگاه علوم پزشکی کرمانشاه
grid.412113.4,zh,马来西亚国民大学
grid.412113.4,ms,Universiti Kebangsaan Malaysia
grid.412115.2,es,Universidad Nacional de San Luis
grid.412118.f,bn,খুলনা বিশ্ববিদ্যালয়
grid.412119.e,ja,吉備国際大学
grid.412121.5,tr,Düzce Üniversitesi
grid.412124.0,ar,جامعة صفاقس
grid.412124.0,fr,Université de Sfax
grid.412125.1,ar,جامعة الملك عبد العزيز
grid.412129.d,ur,کنگ ایڈورڈ میڈیکل یونیورسٹی
grid.412130.5,fr,Université des Antilles et de la Guyane
grid.412131.4,ar,مستشفى الملك فهد الجامعي
grid.412132.7,tr,Yakın Doğu Üniversitesi
grid.412134.1,fr,Hôpital Necker-Enfants malades
grid.412135.0,ar,جامعة الملك فهد للبترول والمعادن
grid.412139.c,af,Nelson Mandela Metropolitaanse Universiteit
grid.412140.2,ar,جامعة الملك فيصل
grid.412141.3,yo,Yunifásítì Ìpínlẹ̀ Ẹ̀bọ́nyì
grid.412143.1,fr,Université Européenne de Bretagne
grid.412144.6,ar,جامعة الملك خالد
grid.412145.7,ko,한양대학교구리병원
grid.412146.4,zh,國立臺北護理健康大學
grid.412148.a,fr,Université hassan ii de casablanca
grid.412148.a,ar,جامعة الحسن الثاني
grid.412149.b,ar,جامعة الملك سعود بن عبد العزيز للعلوم الصحية
grid.412150.3,ar,جامعة ابن طفيل
grid.412150.3,en,Ibn Tofaïl University
grid.412151.2,th,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี
grid.412152.1,ro,Spitalul Clinic de Urgenta Bucuresti
grid.412155.6,ja,県立広島大学
grid.412157.4,nl,Erasmus Ziekenhuis
grid.412157.4,fr,Hôpital Érasme
grid.412160.0,ja,一橋大学
grid.412161.1,hi,गढ़वाल विश्वविद्यालय
grid.412163.3,es,Universidad de La Frontera
grid.412165.5,es,Universidad de La Habana
grid.412166.6,es,Universidad de La Sabana
grid.412168.8,ja,北海道教育大学
grid.412168.8,en,Hokkaido University of Education
grid.412172.3,ko,홍익대학교
grid.412173.2,tr,Niğde Üniversitesi
grid.412174.5,es,Universidad de Oriente
grid.412176.7,tr,Erzincan Üniversitesi
grid.412179.8,es,Universidad de Santiago de Chile
grid.412182.c,es,Universidad de Tarapacá
grid.412183.d,ja,新潟医療福祉大学
grid.412184.a,ja,新潟薬科大学
grid.412185.b,es,Universidad de Valparaíso
grid.412186.8,es,Universidad del Cauca
grid.412191.e,es,Universidad del Rosario
grid.412192.d,es,Universidad del Tolima
grid.412193.c,es,Universidad Diego Portales
grid.412194.b,zh,宁夏医科大学
grid.412195.a,es,Universidad El Bosque
grid.412196.9,ja,日本歯科大学
grid.412198.7,en,Juarez University of the State of Durango
grid.412200.5,ja,日本体育大学
grid.412203.6,es,Universidad Metropolitana de Ciencias de la Educación
grid.412204.1,gu,નિરમા યુનિવર્સિટી
grid.412207.2,yo,Yunifásítì Nnamdi Azikiwe
grid.412208.d,es,Universidad Militar Nueva Granada
grid.412209.c,fr,Hôpital Universitaire Des Enfants Reine Fabiola
grid.412211.5,fr,Université de l'État de rio de janeiro
grid.412211.5,es,Universidad del Estado del Río de Janeiro
grid.412211.5,pt,Universidade do Estado do Rio de Janeiro
grid.412213.7,en,National University of Asuncion
grid.412215.1,sv,Norrlands universitetssjukhus
grid.412215.1,fi,Norlannin yliopistollinen sairaala
grid.412216.2,tr,Recep Tayyip Erdoğan Üniversitesi
grid.412217.3,es,Universidad Nacional de Jujuy
grid.412219.d,af,Universiteit van die Vrystaat
grid.412221.6,es,Universidad Nacional de Mar del Plata
grid.412222.5,bn,উত্তরবঙ্গ বিশ্ববিদ্যালয়
grid.412223.4,es,Universidad Nacional de Misiones
grid.412224.3,zh,华北水利水电大学
grid.412226.1,es,Universidad Nacional de Río Cuarto
grid.412227.0,ur,نارتھ ایسٹ ہل یونیورسٹی
grid.412229.e,es,Universidad Nacional de San Juan
grid.412233.5,hi,उत्तर महाराष्ट्र विश्वविद्यालय
grid.412234.2,es,Universidad Nacional del Comahue
grid.412235.3,es,Universidad Nacional del Nordeste
grid.412237.1,fa,دانشگاه علوم پزشکی هرمزگان
grid.412238.e,ko,호서대학교
grid.412239.f,ja,星薬科大学
grid.412242.3,es,Universidad Panamericana
grid.412243.2,zh,东北农业大学
grid.412245.4,zh,东北电力大学
grid.412246.7,zh,东北林业大学
grid.412249.8,es,Universidad Pontificia Bolivariana
grid.412252.2,zh,东北大学
grid.412253.3,en,"University of Malaysia, Sarawak"
grid.412254.4,ru,Северный государственный медицинский университет
grid.412255.5,en,"University of Malaysia, Terengganu"
grid.412256.6,es,Universidad Tecnológica de Pereira
grid.412258.8,fr,Université de tanta
grid.412258.8,ar,جامعة طنطا
grid.412259.9,en,MARA University of Technology
grid.412260.3,zh,西北师范大学
grid.412261.2,ta,துங்கு அப்துல் ரகுமான் பல்கலைக்கழகம்
grid.412261.2,en,Tunku Abdul Rahman University
grid.412262.1,zh,西北大学
grid.412263.0,fr,Université pontificale catholique de goiás
grid.412264.7,zh,西北民族大学
grid.412265.6,fa,دانشگاه خوارزمی
grid.412266.5,fa,دانشگاه تربیت مدرس
grid.412267.4,en,Catholic University of Santos
grid.412269.a,et,Tartu Ülikooli Kliinikum
grid.412274.6,ka,თბილისის სახელმწიფო სამედიცინო უნივერსიტეტი
grid.412274.6,hy,Թբիլիսիի պետական բժշկական համալսարան
grid.412277.5,zh,上海交通大学医学院附属瑞金医院
grid.412278.a,en,University of Mogi das Cruzes
grid.412279.b,en,University of Passo Fundo
grid.412281.c,en,University of Ribeirão Preto
grid.412282.f,de,Universitätsklinikum Carl Gustav Carus Dresden
grid.412284.9,pl,Politechnika Łódzka
grid.412286.b,en,University of Taubaté
grid.412287.a,fr,Université de l'État de santa catarina
grid.412287.a,en,Santa Catarina State University
grid.412289.4,ja,ノートルダム清心女子大学
grid.412290.c,pt,Universidade do Estado do Amazonas
grid.412291.d,fr,Université de l'extrême sud de santa catarina
grid.412294.8,en,University of Western São Paulo
grid.412298.4,ur,زرعی جامعہ پشاور
grid.412300.4,en,University of Paraíba Valley
grid.412301.5,en,University Hospital Aachen
grid.412304.0,fr,Université Lille Nord de France
grid.412305.1,ja,帝京大学医学部附属病院
grid.412307.3,es,Universidad Estatal de Paraíba
grid.412307.3,pt,Universidade Estadual da Paraíba
grid.412309.d,pl,Politechnika Rzeszowska im. Ignacego Łukasiewicza
grid.412310.5,ja,帯広畜産大学
grid.412311.4,it,Azienda ospedaliero-universitaria Policlinico Sant’Orsola Malpighi
grid.412312.7,zh,复旦大学附属妇产科医院
grid.412313.6,ur,جامعہ سری وینکٹیشورا
grid.412313.6,te,శ్రీ వేంకటేశ్వర విశ్వవిద్యాలయం
grid.412313.6,ta,சிறீ வெங்கடேசுவரா பல்கலைக்கழகம்
grid.412313.6,hi,श्री वेंकटेश्वर विश्वविद्यालय
grid.412314.1,ja,お茶の水女子大学
grid.412317.2,fr,Université d'État de feira de santana
