grid_id,relationship_type,related_grid_id
grid.416479.9,Related,grid.4462.4
grid.416480.f,Parent,grid.449409.4
grid.416481.e,Child,grid.488627.7
grid.416481.e,Child,grid.492476.a
grid.416481.e,Child,grid.416482.d
grid.416481.e,Child,grid.433886.2
grid.416482.d,Parent,grid.416481.e
grid.416488.7,Related,grid.429997.8
grid.416488.7,Child,grid.416636.0
grid.416495.b,Related,grid.430852.8
grid.416495.b,Parent,grid.429881.e
grid.416497.9,Related,grid.419208.6
grid.416498.6,Child,grid.417403.5
grid.416504.2,Child,grid.464939.5
grid.416504.2,Child,grid.496646.f
grid.416505.3,Related,grid.55602.34
grid.416505.3,Related,grid.25055.37
grid.416505.3,Related,grid.422568.f
grid.416505.3,Related,grid.266820.8
grid.416507.1,Parent,grid.429889.6
grid.416509.f,Related,grid.419208.6
grid.416510.7,Related,grid.7445.2
grid.416510.7,Parent,grid.439803.5
grid.416511.6,Parent,grid.421056.4
grid.416512.5,Parent,grid.451090.9
grid.416518.f,Related,grid.412339.e
grid.416519.e,Related,grid.427714.3
grid.416519.e,Related,grid.414507.3
grid.416519.e,Related,grid.417187.c
grid.416519.e,Related,grid.420110.6
grid.416523.7,Parent,grid.411037.0
grid.416523.7,Parent,grid.451387.c
grid.416526.2,Related,grid.14709.3b
grid.416528.c,Parent,grid.1491.d
grid.416529.d,Related,grid.17063.33
grid.416530.5,Parent,grid.1491.d
grid.416534.1,Related,grid.47100.32
grid.416535.0,Parent,grid.467925.b
grid.416536.3,Related,grid.1008.9
grid.416543.1,Related,grid.254444.7
grid.416543.1,Child,grid.416444.7
grid.416543.1,Child,grid.492864.5
grid.416543.1,Child,grid.492866.7
grid.416543.1,Child,grid.416708.c
grid.416543.1,Child,grid.414307.5
grid.416544.6,Related,grid.5337.2
grid.416544.6,Parent,grid.410421.2
grid.416545.7,Related,grid.253615.6
grid.416545.7,Related,grid.265436.0
grid.416549.b,Parent,grid.462222.2
grid.416552.1,Related,grid.4462.4
grid.416553.0,Related,grid.17091.3e
grid.416557.4,Related,grid.7445.2
grid.416557.4,Related,grid.264200.2
grid.416557.4,Parent,grid.440168.f
grid.416559.a,Parent,grid.440203.1
grid.416560.0,Parent,grid.412915.a
grid.416561.1,Related,grid.34477.33
grid.416562.2,Parent,grid.1491.d
grid.416563.3,Parent,grid.1491.d
grid.416565.5,Related,grid.16753.36
grid.416565.5,Parent,grid.490348.2
grid.416568.8,Related,grid.7445.2
grid.416568.8,Parent,grid.439803.5
grid.416569.9,Parent,grid.427621.4
grid.416571.0,Related,grid.260917.b
grid.416572.3,Parent,grid.430425.4
grid.416573.2,Related,grid.429382.6
grid.416580.e,Child,grid.413105.2
grid.416582.c,Related,grid.260917.b
grid.416586.8,Parent,grid.416698.4
grid.416590.f,Related,grid.260917.b
grid.416590.f,Related,grid.47100.32
grid.416593.c,Related,grid.19006.3e
grid.416593.c,Parent,grid.417816.d
grid.416596.9,Parent,grid.416698.4
grid.416597.8,Parent,grid.462780.f
grid.416621.6,Parent,grid.427890.0
grid.416626.1,Parent,grid.439622.8
grid.416632.4,Related,grid.185648.6
grid.416632.4,Parent,grid.430146.4
grid.416634.2,Parent,grid.430923.f
grid.416636.0,Related,grid.5288.7
grid.416636.0,Parent,grid.416488.7
grid.416637.1,Related,grid.8756.c
grid.416637.1,Parent,grid.413301.4
grid.416639.f,Parent,grid.484300.b
grid.416641.0,Child,grid.490184.0
grid.416642.3,Parent,grid.419439.2
grid.416646.7,Parent,grid.415725.0
grid.416651.1,Child,grid.30579.38
grid.416653.3,Related,grid.267309.9
grid.416653.3,Related,grid.265436.0
grid.416654.4,Parent,grid.438729.3
grid.416656.6,Related,grid.17089.37
grid.416656.6,Parent,grid.413574.0
grid.416657.7,Child,grid.416148.e
grid.416661.2,Related,grid.410445.0
grid.416663.0,Related,grid.16416.34
grid.416663.0,Parent,grid.412750.5
grid.416664.7,Related,grid.21729.3f
grid.416664.7,Parent,grid.430447.0
grid.416670.2,Parent,grid.410528.a
grid.416671.3,Related,grid.280418.7
grid.416673.1,Parent,grid.411081.d
grid.416674.6,Related,grid.94365.3d
grid.416675.7,Parent,grid.461921.9
grid.416679.b,Parent,grid.461921.9
grid.416682.f,Related,grid.496681.4
grid.416683.e,Parent,grid.420638.b
grid.416686.b,Child,grid.415939.3
grid.416686.b,Child,grid.468995.f
grid.416686.b,Child,grid.416692.e
grid.416686.b,Child,grid.416750.1
grid.416692.e,Parent,grid.416686.b
grid.416698.4,Related,grid.415573.1
grid.416698.4,Child,grid.414434.2
grid.416698.4,Child,grid.416586.8
grid.416698.4,Child,grid.440114.4
grid.416698.4,Child,grid.415144.1
grid.416698.4,Child,grid.471855.a
grid.416698.4,Child,grid.416414.2
grid.416698.4,Child,grid.414101.1
grid.416698.4,Child,grid.414152.7
grid.416698.4,Child,grid.414185.d
grid.416698.4,Child,grid.414860.f
grid.416698.4,Child,grid.415608.e
grid.416698.4,Child,grid.416799.4
grid.416698.4,Child,grid.414958.5
grid.416698.4,Child,grid.413369.a
grid.416698.4,Child,grid.440116.6
grid.416698.4,Child,grid.415538.e
grid.416698.4,Child,grid.440118.8
grid.416698.4,Child,grid.415575.7
grid.416698.4,Child,grid.410835.b
grid.416698.4,Child,grid.415686.8
grid.416698.4,Child,grid.410845.c
grid.416698.4,Child,grid.415635.0
grid.416698.4,Child,grid.416389.1
grid.416698.4,Child,grid.415109.8
grid.416698.4,Child,grid.415640.2
grid.416698.4,Child,grid.410840.9
grid.416698.4,Child,grid.440108.9
grid.416698.4,Child,grid.416797.a
grid.416698.4,Child,grid.471859.6
grid.416698.4,Child,grid.474861.8
grid.416698.4,Child,grid.474868.1
grid.416698.4,Child,grid.470350.5
grid.416698.4,Child,grid.474870.8
grid.416698.4,Child,grid.474862.b
grid.416698.4,Child,grid.415611.6
grid.416698.4,Child,grid.415613.4
grid.416698.4,Child,grid.415689.7
grid.416698.4,Child,grid.416295.d
grid.416698.4,Child,grid.415651.2
grid.416698.4,Child,grid.415661.1
grid.416698.4,Child,grid.415664.4
grid.416698.4,Child,grid.416596.9
grid.416698.4,Child,grid.471868.4
grid.416698.4,Child,grid.416803.8
grid.416698.4,Child,grid.440166.1
grid.416698.4,Child,grid.416719.c
grid.416698.4,Child,grid.415270.5
grid.416698.4,Child,grid.415495.8
grid.416698.4,Child,grid.416327.5
grid.416698.4,Child,grid.415740.3
grid.416698.4,Child,grid.472231.1
grid.416698.4,Child,grid.415810.9
grid.416698.4,Child,grid.417054.3
grid.416698.4,Child,grid.471871.c
grid.416698.4,Child,grid.416239.b
grid.416698.4,Child,grid.417136.6
grid.416698.4,Child,grid.416808.3
grid.416698.4,Child,grid.440125.6
grid.416698.4,Child,grid.415841.d
grid.416699.5,Parent,grid.429773.c
grid.416700.4,Related,grid.413036.3
grid.416700.4,Parent,grid.427890.0
grid.416700.4,Parent,grid.413038.d
grid.416704.0,Parent,grid.410775.0
grid.416705.1,Parent,grid.490160.a
grid.416705.1,Parent,grid.427890.0
grid.416708.c,Parent,grid.416543.1
grid.416711.4,Child,grid.413478.d
grid.416711.4,Child,grid.414249.e
grid.416711.4,Child,grid.461456.4
grid.416713.6,Related,grid.412385.9
grid.416713.6,Parent,grid.416759.8
grid.416716.3,Parent,grid.418581.1
grid.416718.d,Parent,grid.430923.f
grid.416719.c,Parent,grid.416698.4
grid.416721.7,Related,grid.25073.33
grid.416721.7,Related,grid.421506.4
grid.416723.5,Related,grid.6926.b
grid.416725.3,Parent,grid.430923.f
grid.416726.0,Parent,grid.440174.2
grid.416727.1,Parent,grid.432466.1
grid.416728.e,Parent,grid.420412.1
grid.416732.5,Related,grid.266102.1
grid.416735.2,Child,grid.429468.5
grid.416735.2,Child,grid.490376.f
grid.416735.2,Child,grid.240416.5
grid.416736.1,Related,grid.61971.38
grid.416737.0,Related,grid.44871.3e
grid.416737.0,Parent,grid.19096.37
grid.416738.f,Parent,grid.27235.31
grid.416738.f,Child,grid.453168.d
grid.416738.f,Child,grid.427592.f
grid.416738.f,Child,grid.474959.2
grid.416738.f,Child,grid.467642.5
grid.416738.f,Child,grid.484473.8
grid.416738.f,Child,grid.469508.6
grid.416738.f,Child,grid.416781.d
grid.416738.f,Child,grid.416778.b
grid.416738.f,Child,grid.416789.5
grid.416738.f,Child,grid.419260.8
grid.416738.f,Child,grid.419261.9
grid.416738.f,Child,grid.453275.2
grid.416738.f,Child,grid.453445.7
grid.416738.f,Child,grid.416809.2
grid.416738.f,Child,grid.467641.6
grid.416738.f,Child,grid.483616.e
grid.416738.f,Child,grid.484475.e
grid.416738.f,Child,grid.467640.7
grid.416738.f,Child,grid.467635.5
grid.416738.f,Child,grid.470962.e
grid.416739.e,Related,grid.17635.36
grid.416739.e,Parent,grid.429144.e
grid.416744.4,Related,grid.260917.b
grid.416745.5,Related,grid.17063.33
grid.416745.5,Parent,grid.413104.3
grid.416750.1,Parent,grid.416686.b
grid.416758.9,Parent,grid.410725.5
grid.416759.8,Child,grid.413638.b
grid.416759.8,Child,grid.416713.6
grid.416759.8,Child,grid.17866.3e
grid.416759.8,Child,grid.490057.f
grid.416759.8,Child,grid.429318.5
grid.416759.8,Child,grid.415665.5
grid.416759.8,Child,grid.490470.e
grid.416759.8,Child,grid.490476.8
grid.416759.8,Child,grid.416763.1
grid.416759.8,Child,grid.477941.8
grid.416759.8,Child,grid.430771.6
grid.416759.8,Child,grid.490480.1
grid.416763.1,Parent,grid.416759.8
grid.416766.4,Parent,grid.410775.0
grid.416768.a,Parent,grid.7143.1
grid.416771.2,Related,grid.419217.8
grid.416771.2,Related,grid.411023.5
grid.416771.2,Related,grid.264484.8
grid.416771.2,Parent,grid.484289.b
grid.416774.7,Related,grid.412572.7
grid.416775.6,Related,grid.4367.6
grid.416775.6,Parent,grid.414521.7
grid.416775.6,Child,grid.468565.c
grid.416777.4,Related,grid.260024.2
grid.416777.4,Related,grid.261080.d
grid.416778.b,Parent,grid.416738.f
grid.416780.c,Parent,grid.478104.e
grid.416781.d,Parent,grid.416738.f
grid.416785.9,Parent,grid.413931.d
grid.416786.a,Related,grid.6612.3
grid.416787.b,Related,grid.1013.3
grid.416787.b,Parent,grid.492265.e
grid.416789.5,Parent,grid.416738.f
grid.416789.5,Child,grid.418491.1
grid.416790.d,Related,grid.1004.5
grid.416790.d,Related,grid.1005.4
grid.416790.d,Related,grid.1013.3
grid.416790.d,Parent,grid.477714.6
grid.416791.c,Parent,grid.430652.6
grid.416792.f,Related,grid.19006.3e
grid.416792.f,Related,grid.42505.36
grid.416792.f,Parent,grid.417119.b
grid.416797.a,Parent,grid.416698.4
grid.416799.4,Parent,grid.416698.4
grid.416800.b,Related,grid.26790.3a
grid.416800.b,Parent,grid.484306.d
grid.416802.9,Parent,grid.484327.e
grid.416803.8,Parent,grid.416698.4
grid.416805.e,Related,grid.273335.3
grid.416805.e,Parent,grid.484289.b
grid.416805.e,Child,grid.413122.7
grid.416806.d,Parent,grid.430923.f
grid.416808.3,Parent,grid.416698.4
grid.416809.2,Parent,grid.416738.f
grid.416811.b,Related,grid.10825.3e
grid.416812.8,Parent,grid.484303.8
grid.416816.c,Parent,grid.484314.e
grid.416817.d,Parent,grid.484324.d
grid.416818.2,Parent,grid.484314.e
grid.416818.2,Child,grid.427953.e
grid.416818.2,Child,grid.413484.e
grid.416819.3,Parent,grid.484300.b
grid.416820.9,Related,grid.448741.a
grid.416821.8,Related,grid.4912.e
grid.416821.8,Related,grid.7886.1
grid.416821.8,Related,grid.10049.3c
grid.416821.8,Parent,grid.424617.2
grid.416825.c,Parent,grid.414370.5
grid.416831.9,Related,grid.27860.3b
grid.416832.a,Child,grid.467173.0
grid.416832.a,Child,grid.292567.d
grid.416832.a,Child,grid.473034.7
grid.416832.a,Child,grid.423926.8
grid.416832.a,Child,grid.473018.9
grid.416832.a,Child,grid.481935.2
grid.416832.a,Child,grid.433905.8
grid.416832.a,Child,grid.424962.f
grid.416832.a,Child,grid.433777.3
grid.416832.a,Child,grid.420704.5
grid.416834.c,Related,grid.26999.3d
grid.416835.d,Child,grid.419117.b
grid.416835.d,Child,grid.467902.e
grid.416835.d,Child,grid.482829.d
grid.416835.d,Child,grid.482722.9
grid.416835.d,Child,grid.419573.d
grid.416835.d,Child,grid.482552.c
grid.416835.d,Child,grid.419600.a
grid.416835.d,Child,grid.482793.3
grid.416835.d,Child,grid.482768.7
grid.416835.d,Child,grid.419106.b
grid.416835.d,Child,grid.419161.a
grid.416835.d,Child,grid.419365.c
grid.416835.d,Child,grid.416882.1
grid.416835.d,Child,grid.482892.d
grid.416835.d,Child,grid.482803.5
grid.416836.e,Related,grid.258405.e
grid.416842.d,Parent,grid.417133.3
grid.416847.8,Related,grid.39381.30
grid.416847.8,Parent,grid.412745.1
grid.416850.e,Parent,grid.415771.1
grid.416853.d,Parent,grid.410775.0
grid.416857.9,Parent,grid.419820.6
grid.416859.7,Parent,grid.419280.6
grid.416863.e,Parent,grid.410775.0
grid.416864.9,Related,grid.21925.3d
grid.416865.8,Parent,grid.410775.0
grid.416867.a,Related,grid.411550.4
grid.416868.5,Parent,grid.94365.3d
grid.416868.5,Child,grid.482687.7
grid.416870.c,Parent,grid.94365.3d
grid.416870.c,Child,grid.482686.6
grid.416873.f,Related,grid.19006.3e
grid.416877.b,Parent,grid.416336.5
grid.416878.4,Parent,grid.418709.3
grid.416882.1,Parent,grid.416835.d
grid.416883.0,Related,grid.411600.2
grid.416884.7,Related,grid.418546.a
grid.416888.b,Related,grid.411685.f
grid.416889.a,Related,grid.9619.7
grid.416890.2,Related,grid.488615.6
grid.416891.3,Related,grid.418789.b
grid.416892.0,Related,grid.170693.a
grid.416894.6,Parent,grid.481489.8
grid.416894.6,Child,grid.417078.d
grid.416900.a,Parent,grid.420210.5
grid.416904.e,Child,grid.416471.1
grid.416905.f,Parent,grid.416210.0
grid.416906.c,Parent,grid.447508.a
grid.416908.2,Related,grid.8217.c
grid.416911.a,Parent,grid.454740.6
grid.416912.9,Child,grid.413939.5
grid.416912.9,Child,grid.416913.8
grid.416912.9,Child,grid.461495.b
grid.416913.8,Parent,grid.416912.9
grid.416917.c,Parent,grid.412733.0
grid.416919.2,Related,grid.25073.33
grid.416919.2,Related,grid.421506.4
grid.416919.2,Parent,grid.413615.4
grid.416923.b,Related,grid.411818.5
grid.416924.c,Related,grid.21107.35
grid.416928.0,Related,grid.10025.36
grid.416929.1,Related,grid.67105.35
grid.416930.9,Related,grid.412896.0
grid.416935.c,Related,grid.24695.3c
grid.416938.1,Related,grid.4991.5
grid.416938.1,Parent,grid.451190.8
grid.416942.c,Parent,grid.487272.c
grid.416944.a,Related,grid.7372.1
grid.416944.a,Parent,grid.440196.e
grid.416945.b,Parent,grid.420884.2
grid.416946.8,Parent,grid.427729.d
grid.416947.9,Related,grid.265960.e
grid.416947.9,Related,grid.241054.6
grid.416947.9,Parent,grid.194632.b
grid.416950.f,Parent,grid.454198.5
grid.416954.b,Related,grid.4912.e
grid.416954.b,Related,grid.7872.a
grid.416954.b,Related,grid.24349.38
grid.416954.b,Parent,grid.424617.2
grid.416955.a,Parent,grid.439697.6
grid.416957.8,Related,grid.17091.3e
grid.416957.8,Parent,grid.417246.2
grid.416958.7,Related,grid.27860.3b
grid.416959.6,Parent,grid.490045.c
grid.416961.d,Parent,grid.483876.6
grid.416962.e,Parent,grid.429995.a
grid.416963.f,Related,grid.136593.b
grid.416965.9,Related,grid.411947.e
grid.416967.b,Parent,grid.264763.2
grid.416968.4,Parent,grid.264763.2
grid.416970.d,Related,grid.240736.4
grid.416970.d,Parent,grid.264763.2
grid.416971.c,Related,grid.260917.b
grid.416971.c,Parent,grid.413971.9
grid.416972.f,Parent,grid.264763.2
grid.416972.f,Child,grid.252888.d
grid.416973.e,Related,grid.5386.8
grid.416975.8,Related,grid.39382.33
grid.416977.a,Related,grid.260917.b
grid.416978.5,Parent,grid.414926.c
grid.416979.4,Related,grid.29980.3a
grid.416979.4,Parent,grid.413379.b
grid.416981.3,Related,grid.411947.e
grid.416984.6,Related,grid.21729.3f
grid.416985.7,Related,grid.261455.1
grid.416986.4,Related,grid.39382.33
grid.416986.4,Related,grid.264756.4
grid.416986.4,Related,grid.267308.8
grid.416986.4,Related,grid.176731.5
grid.416992.1,Related,grid.413911.f
grid.416992.1,Related,grid.449738.5
grid.416992.1,Parent,grid.427431.7
grid.416994.7,Parent,grid.477972.8
grid.416997.4,Child,grid.416999.a
grid.416998.b,Related,grid.444354.6
grid.416999.a,Related,grid.168645.8
grid.416999.a,Parent,grid.416997.4
grid.417000.2,Parent,grid.410775.0
grid.417007.5,Related,grid.7841.a
grid.417009.b,Related,grid.410737.6
grid.417015.6,Related,grid.16463.36
grid.417019.a,Related,grid.10824.3f
grid.417024.4,Related,grid.265021.2
grid.417025.5,Parent,grid.416125.5
grid.417027.7,Related,grid.419208.6
grid.417029.9,Child,grid.412419.b
grid.417030.1,Parent,grid.439343.a
grid.417031.0,Related,grid.410648.f
grid.417036.7,Related,grid.410648.f
grid.417037.6,Parent,grid.414370.5
grid.417038.9,Related,grid.265021.2
grid.417039.8,Related,grid.8273.e
grid.417039.8,Parent,grid.240367.4
grid.417040.6,Related,grid.17063.33
grid.417044.2,Parent,grid.413636.5
grid.417046.0,Child,grid.413621.3
grid.417046.0,Child,grid.422305.2
grid.417046.0,Child,grid.280673.8
grid.417046.0,Child,grid.490145.d
grid.417046.0,Child,grid.490247.c
grid.417047.1,Related,grid.264727.2
grid.417049.f,Parent,grid.440202.0
grid.417050.7,Parent,grid.428852.1
grid.417051.6,Parent,grid.420434.5
grid.417052.5,Related,grid.260917.b
grid.417052.5,Child,grid.459729.4
grid.417053.4,Parent,grid.469433.f
grid.417054.3,Parent,grid.416698.4
grid.417056.1,Parent,grid.484305.e
grid.417061.5,Child,grid.412689.0
grid.417064.0,Parent,grid.439510.a
grid.417066.2,Related,grid.255381.8
grid.417066.2,Parent,grid.484309.2
grid.417068.c,Related,grid.4305.2
grid.417068.c,Parent,grid.39489.3f
grid.417069.d,Related,grid.259234.b
grid.417069.d,Parent,grid.484305.e
grid.417072.7,Child,grid.490142.a
grid.417072.7,Child,grid.490467.8
grid.417072.7,Child,grid.417075.0
grid.417075.0,Parent,grid.417072.7
grid.417076.3,Related,grid.27755.32
grid.417077.2,Parent,grid.439741.c
grid.417078.d,Parent,grid.416894.6
grid.417079.c,Related,grid.11835.3e
grid.417079.c,Parent,grid.31410.37
grid.417080.a,Related,grid.7886.1
grid.417080.a,Parent,grid.424617.2
grid.417081.b,Parent,grid.412923.f
grid.417083.9,Parent,grid.439526.f
grid.417085.f,Child,grid.413861.9
grid.417087.d,Related,grid.5600.3
grid.417087.d,Parent,grid.273109.e
grid.417090.b,Related,grid.262641.5
grid.417090.b,Parent,grid.484303.8
grid.417095.e,Related,grid.83440.3b
grid.417097.c,Related,grid.265436.0
grid.417100.3,Related,grid.487647.e
grid.417100.3,Parent,grid.7692.a
grid.417103.0,Parent,grid.420884.2
grid.417109.a,Parent,grid.420072.3
grid.417110.2,Related,grid.418280.7
grid.417113.1,Parent,grid.272456.0
grid.417118.a,Related,grid.261277.7
grid.417118.a,Parent,grid.461921.9
grid.417119.b,Parent,grid.484314.e
grid.417119.b,Child,grid.280472.b
grid.417119.b,Child,grid.484503.e
grid.417119.b,Child,grid.416792.f
grid.417120.1,Related,grid.261277.7
grid.417120.1,Parent,grid.461921.9
grid.417122.3,Parent,grid.270474.2
grid.417123.2,Parent,grid.484303.8
grid.417124.5,Related,grid.265008.9
grid.417125.4,Related,grid.411024.2
grid.417125.4,Parent,grid.484336.e
grid.417125.4,Child,grid.280711.d
grid.417133.3,Child,grid.413983.4
grid.417133.3,Child,grid.459986.f
grid.417133.3,Child,grid.416842.d
grid.417134.4,Related,grid.10784.3a
grid.417134.4,Related,grid.194645.b
grid.417134.4,Parent,grid.414370.5
grid.417135.5,Parent,grid.432466.1
grid.417136.6,Parent,grid.416698.4
grid.417138.8,Parent,grid.280246.a
grid.417140.7,Parent,grid.430923.f
grid.417141.6,Related,grid.14003.36
grid.417143.4,Parent,grid.430993.4
grid.417145.2,Parent,grid.451104.5
grid.417147.0,Parent,grid.5465.2
grid.417148.f,Parent,grid.428852.1
grid.417149.e,Related,grid.254567.7
grid.417149.e,Parent,grid.484324.d
grid.417154.2,Related,grid.1007.6
grid.417155.3,Related,grid.5335.0
grid.417155.3,Parent,grid.412939.4
grid.417158.e,Related,grid.13001.33
grid.417162.7,Parent,grid.415606.0
grid.417165.0,Parent,grid.432296.8
grid.417169.c,Child,grid.417170.4
grid.417170.4,Related,grid.267313.2
grid.417170.4,Parent,grid.417169.c
grid.417173.7,Parent,grid.439442.c
grid.417177.3,Child,grid.490360.8
grid.417180.b,Related,grid.265436.0
grid.417181.a,Related,grid.17063.33
grid.417184.f,Related,grid.17063.33
grid.417186.d,Parent,grid.239835.6
grid.417187.c,Related,grid.416519.e
grid.417187.c,Related,grid.452690.c
grid.417188.3,Related,grid.17063.33
grid.417193.9,Parent,grid.424664.6
grid.417197.d,Parent,grid.411409.9
grid.417199.3,Related,grid.17063.33
grid.417203.3,Related,grid.413064.4
grid.417207.7,Parent,grid.412590.b
grid.417208.8,Parent,grid.440344.3
grid.417209.9,Parent,grid.21107.35
grid.417211.0,Parent,grid.413301.4
grid.417212.3,Related,grid.7107.1
grid.417212.3,Parent,grid.411800.c
grid.417216.7,Parent,grid.415606.0
grid.417217.6,Related,grid.18147.3b
grid.417217.6,Parent,grid.412972.b
grid.417218.9,Parent,grid.422616.5
grid.417218.9,Parent,grid.240324.3
grid.417219.8,Related,grid.25879.31
grid.417219.8,Parent,grid.412701.1
grid.417222.0,Parent,grid.492960.0
grid.417223.1,Related,grid.413388.5
grid.417226.4,Child,grid.427189.1
grid.417226.4,Child,grid.417228.a
grid.417228.a,Parent,grid.417226.4
grid.417229.b,Parent,grid.413249.9
grid.417229.b,Parent,grid.1013.3
grid.417231.2,Related,grid.34477.33
grid.417238.b,Parent,grid.430729.b
grid.417243.7,Child,grid.17091.3e
grid.417246.2,Related,grid.17091.3e
grid.417246.2,Child,grid.416957.8
grid.417246.2,Child,grid.412541.7
grid.417249.d,Parent,grid.453059.e
grid.417249.d,Child,grid.416144.2
grid.417249.d,Child,grid.413380.d
grid.417250.5,Parent,grid.440192.a
grid.417251.4,Related,grid.5379.8
grid.417251.4,Parent,grid.411037.0
grid.417252.7,Parent,grid.420226.0
grid.417256.3,Parent,grid.483403.8
grid.417259.c,Parent,grid.483405.e
grid.417260.6,Parent,grid.483407.c
grid.417263.5,Parent,grid.440203.1
grid.417264.2,Related,grid.224260.0
grid.417267.1,Parent,grid.19096.37
grid.417272.5,Related,grid.11159.3d
grid.417272.5,Parent,grid.443239.b
grid.417273.4,Related,grid.49470.3e
grid.417276.1,Related,grid.134563.6
grid.417280.8,Related,grid.5386.8
grid.417280.8,Related,grid.260914.8
grid.417280.8,Related,grid.260917.b
grid.417281.9,Parent,grid.439664.a
grid.417284.c,Child,grid.425457.5
grid.417284.c,Child,grid.450592.f
grid.417284.c,Child,grid.483549.7
grid.417284.c,Child,grid.491950.0
grid.417284.c,Child,grid.425454.6
grid.417284.c,Child,grid.418621.8
grid.417284.c,Child,grid.497469.1
grid.417284.c,Child,grid.474546.0
grid.417284.c,Child,grid.437221.1
grid.417284.c,Child,grid.437216.5
grid.417284.c,Child,grid.480341.a
grid.417284.c,Child,grid.423555.0
grid.417284.c,Child,grid.417285.d
grid.417285.d,Parent,grid.417284.c
grid.417286.e,Related,grid.5379.8
grid.417286.e,Parent,grid.5465.2
grid.417287.f,Related,grid.9027.c
grid.417290.9,Related,grid.414311.2
grid.417290.9,Parent,grid.452467.6
grid.417293.a,Related,grid.17063.33
grid.417293.a,Parent,grid.413270.3
grid.417295.c,Related,grid.233520.5
grid.417298.1,Related,grid.410570.7
grid.417301.0,Related,grid.265436.0
grid.417301.0,Related,grid.410445.0
grid.417301.0,Related,grid.431008.e
grid.417303.2,Related,grid.413389.4
grid.417303.2,Related,grid.459521.e
grid.417303.2,Related,grid.470051.7
grid.417303.2,Related,grid.470132.3
grid.417304.5,Parent,grid.420072.3
grid.417307.6,Related,grid.47100.32
grid.417307.6,Parent,grid.422880.4
grid.417310.0,Related,grid.4912.e
grid.417310.0,Parent,grid.424617.2
grid.417313.3,Parent,grid.410775.0
grid.417315.5,Related,grid.266756.6
grid.417317.7,Related,grid.260917.b
grid.417317.7,Parent,grid.240283.f
grid.417319.9,Related,grid.266093.8
grid.417319.9,Parent,grid.490327.b
grid.417320.3,Related,grid.64337.35
grid.417320.3,Related,grid.462697.8
grid.417320.3,Related,grid.240871.8
grid.417320.3,Related,grid.265219.b
grid.417322.1,Related,grid.4912.e
grid.417322.1,Related,grid.8217.c
grid.417322.1,Related,grid.7886.1
grid.417327.4,Related,grid.261593.a
grid.417327.4,Parent,grid.430863.a
grid.417328.b,Related,grid.430387.b
grid.417328.b,Parent,grid.414038.a
grid.417330.2,Related,grid.413015.2
grid.417330.2,Parent,grid.19096.37
grid.417331.3,Parent,grid.410775.0
grid.417336.4,Parent,grid.414370.5
grid.417338.a,Parent,grid.412938.5
grid.417346.3,Related,grid.410827.8
grid.417347.2,Parent,grid.414370.5
grid.417348.d,Related,grid.412621.2
grid.417349.c,Related,grid.194645.b
grid.417349.c,Parent,grid.414370.5
grid.417351.5,Related,grid.411650.7
grid.417352.6,Parent,grid.410775.0
grid.417353.7,Parent,grid.440204.6
grid.417362.5,Parent,grid.460248.c
grid.417363.4,Related,grid.412764.2
grid.417367.0,Parent,grid.410775.0
grid.417371.7,Related,grid.11956.3a
grid.417375.3,Related,grid.5685.e
grid.417375.3,Parent,grid.439905.2
grid.417376.0,Parent,grid.54432.34
grid.417384.d,Related,grid.268099.c
grid.417397.f,Related,grid.13402.34
grid.417403.5,Parent,grid.416498.6
grid.417404.2,Related,grid.284723.8
grid.417409.f,Related,grid.413390.c
grid.417424.0,Child,grid.413952.8
grid.417429.d,Child,grid.419619.2
grid.417429.d,Child,grid.497523.e
grid.417429.d,Child,grid.497524.9
grid.417429.d,Child,grid.497525.8
grid.417429.d,Child,grid.497552.8
grid.417429.d,Child,grid.497526.b
grid.417429.d,Child,grid.497527.a
grid.417429.d,Child,grid.497529.4
grid.417429.d,Child,grid.497555.f
grid.417429.d,Child,grid.497530.c
grid.417429.d,Child,grid.473170.6
grid.417429.d,Child,grid.473169.e
grid.417429.d,Child,grid.481670.c
grid.417429.d,Child,grid.481834.2
grid.417429.d,Child,grid.419621.9
grid.417429.d,Child,grid.488503.2
grid.417429.d,Child,grid.497423.f
grid.417429.d,Child,grid.474719.8
grid.417429.d,Child,grid.474389.5
grid.417429.d,Child,grid.476244.7
grid.417429.d,Child,grid.420246.6
grid.417429.d,Child,grid.476477.1
grid.417429.d,Child,grid.470133.2
grid.417429.d,Child,grid.424118.a
grid.417478.9,Parent,grid.481716.d
grid.417480.e,Child,grid.481821.6
grid.417480.e,Child,grid.421346.6
grid.417480.e,Child,grid.473082.a
grid.417480.e,Child,grid.451194.c
grid.417520.5,Parent,grid.414603.4
grid.417520.5,Child,grid.419467.9
grid.417521.4,Parent,grid.4299.6
grid.417522.7,Child,grid.410617.5
grid.417536.2,Child,grid.292815.5
grid.417536.2,Child,grid.423994.1
grid.417536.2,Child,grid.434574.5
grid.417536.2,Child,grid.472815.d
grid.417536.2,Child,grid.431822.e
grid.417538.c,Related,grid.223827.e
grid.417538.c,Related,grid.412722.0
grid.417540.3,Child,grid.418787.5
grid.417540.3,Child,grid.435900.b
grid.417540.3,Child,grid.459511.d
grid.417540.3,Child,grid.473059.c
grid.417540.3,Child,grid.488258.b
grid.417540.3,Child,grid.484107.e
grid.417540.3,Child,grid.476309.f
