grid_id,acronym
grid.456533.2,CEDES
grid.456536.7,CEPSIC
grid.456537.6,FEBAB
grid.456542.4,CPqD
grid.456544.2,SLMANDIC
grid.456548.e,CTC
grid.456549.f,CENPEC
grid.456559.e,BIREME
grid.456566.2,CBC
grid.456571.4,FEBRAP
grid.456572.7,FeSBE
grid.456581.b,DIEESE
grid.456590.b,IICS
grid.456591.a,FEESR
grid.456591.a,UNIVEM
grid.456594.f,FACTA
grid.456596.d,ESPM
grid.456597.c,FAAP
grid.456601.0,FCC
grid.456603.2,FCL
grid.456610.0,CTI
grid.456615.5,FAP-UNIFESP
grid.456620.3,FIPT
grid.456623.0,FEALQ
grid.456629.a,FUABC
grid.456633.1,FE
grid.456637.5,INBRAMEQ
grid.456638.a,FESPSP
grid.456641.4,FFM
grid.456644.1,FAT
grid.456646.3,FIPE
grid.456647.2,FATEA
grid.456654.0,ICONE
grid.456657.3,INEC
grid.456664.3,IPEF
grid.456667.0,IPC
grid.456671.7,IHGSP
grid.456672.4,IIE
grid.456673.5,KNBS
grid.456677.1,FFO
grid.456678.e,ILAS
grid.456682.b,IPEP
grid.456686.f,IPF
grid.456687.e,IBT
grid.456691.9,IPB
grid.456693.b,FPTE
grid.456696.e,FENPB
grid.456697.f,ISA
grid.456700.0,IBCC
grid.456711.0,IBNeC
grid.456712.3,FUNVIC
grid.456718.9,LSI TEC
grid.456741.5,MASP
grid.456750.5,MinC
grid.456757.2,MD
grid.456760.6,MEC
grid.456769.f,MiniCom
grid.456771.6,MDIC
grid.456775.2,MMA
grid.456781.9,MP
grid.456782.a,MTE
grid.456785.d,IT&D
grid.456786.e,MMO
grid.456812.c,NPA
grid.456819.7,REORG
grid.456827.a,SEMDEC
grid.456833.f,SBPC
grid.456835.9,SBPR
grid.456842.9,SBMN
grid.456849.2,GETESI
grid.456850.a,SBPH
grid.456853.9,SONESP
grid.456854.e,SAB
grid.456857.d,SBSP
grid.456860.9,SBAN
grid.456861.8,SBA
grid.456862.b,SAAC
grid.456865.c,SBBN
grid.456866.f,SBBC
grid.456872.a,SBCTA
grid.456876.e,SBCCV
grid.456878.0,SBE
grid.456889.e,SEB
grid.456895.3,SBF
grid.456896.0,SBF
grid.456902.c,SBF
grid.456906.8,SBG
grid.456910.f,SAAEJ
grid.456912.d,SBG
grid.456913.c,SENAC
grid.456915.a,TECE
grid.456917.8,SBHC
grid.456926.a,SBI
grid.456930.d,SBMAC
grid.456932.f,UMESP
grid.456933.e,SBM
grid.456947.d,SOBRAPAR
grid.456948.2,WTA
grid.456952.9,SBPz
grid.456953.8,VLS
grid.456955.e,SBP
grid.456958.3,SBQ
grid.456960.8,SBTOx
grid.456961.9,SBV
grid.456962.a,SGM
grid.456964.c,SOBRADPEC
grid.456971.8,TF
grid.456977.e,SVMA
grid.456997.0,WABIOS
grid.456999.e,INSB
grid.457010.7,UNU-EHS
grid.457012.5,INC
grid.457013.4,INEE
grid.457014.3,INSHS
grid.457015.2,INS2I
grid.457016.1,INSIS
grid.457017.0,INSMI
grid.457018.f,INP
grid.457030.5,DR06
grid.457031.4,ABC
grid.457032.7,ACPHD
grid.457035.0,IBGE
grid.457036.3,ICCA
grid.457037.2,IEN
grid.457038.d,ANRF
grid.457039.c,IHJTK
grid.457040.2,APERJ
grid.457041.3,IPEA
grid.457044.6,IFF
grid.457046.4,IHGB
grid.457047.5,IME
grid.457049.b,INPI
grid.457050.3,FACHA
grid.457051.2,UFCM
grid.457052.1,INES
grid.457053.0,IBMEC
grid.457055.6,INT
grid.457056.5,SFFCPF
grid.457057.4,ISERJ
grid.457059.a,IUPERJ
grid.457068.8,FAETEC
grid.457070.1,CETEM
grid.457071.0,FAA
grid.457072.3,WOC
grid.457073.2,CEFET
grid.457075.4,MACA
grid.457075.4,MAST
grid.457076.7,SEE
grid.457077.6,CSVS
grid.457081.f,HSVP
grid.457084.a,HUGG
grid.457085.b,DNPM
grid.457087.9,DPA
grid.457090.f,IEDE
grid.457092.d,IEAPM
grid.457093.c,SecCTM
grid.457095.a,DR01
grid.457099.6,INR
grid.457113.5,NaMaT
grid.457123.6,ZVSS
grid.457123.6,IZVRS
grid.457129.c,IMK
grid.457131.5,IPoP
grid.457134.0,INZ
grid.457136.2,IRSA
grid.457144.7,INV
grid.457144.7,IES
grid.457148.b,IRMA
grid.457150.2,ISIT
grid.457151.3,ZVKDS
grid.457151.3,IPCHS
grid.457153.1,ICK
grid.457162.3,IRSOP
grid.457164.5,COBIK
grid.457168.9,CIPKeBiP
grid.457169.8,IMFM
grid.457170.0,IMMT
grid.457176.6,INIS
grid.457177.7,SRC
grid.457181.e,SPACE-SI
grid.457182.d,IJU
grid.457187.8,SIQ
grid.457196.8,MIT
grid.457196.8,ITI
grid.457197.9,SJI
grid.457199.7,IOS
grid.457202.6,IPAK
grid.457204.0,IPMIT
grid.457205.1,IRDO
grid.457213.6,SIRD
grid.457218.d,IRSSV
grid.457233.4,IEI
grid.457239.e,CAFS
grid.457241.1,EIPF
grid.457246.6,ERTC
grid.457247.7,TRC JUB
grid.457258.9,DEN
grid.457260.2,DAM
grid.457262.0,DRT
grid.457264.6,ApE
grid.457276.5,DSM
grid.457286.a,I2BM
grid.457287.b,IBEB
grid.457288.4,IBITECS
grid.457290.d,IMETI
grid.457291.c,IRCM
grid.457292.f,IRTSV
grid.457294.9,UNU-IIST
grid.457295.8,FRIS
grid.457295.8,ZZRS
grid.457299.4,MEDIFAS
grid.457303.6,MEIS
grid.457312.6,GZC
grid.457318.c,ZRSŠ
grid.457330.6,LETI
grid.457331.7,LIST
grid.457332.4,LITEN
grid.457336.0,IRAMIS
grid.457337.1,IRSS
grid.457338.e,IPhT
grid.457339.f,INAC
grid.457340.1,LCSE
grid.457341.0,IRFM
grid.457342.3,IRFU
grid.457346.7,CESTA
grid.457347.6,DIF
grid.457348.9,CENG
grid.457375.7,PEB
grid.457376.4,CCD
grid.457383.e,NKF
grid.457383.e,NKFS
grid.457384.9,CReSIS
grid.457398.4,DSIR
grid.457399.5,CF
grid.457399.5,FAC
grid.457399.5,CAF
grid.457400.2,CERC
grid.457401.3,FFB
grid.457407.5,EM
grid.457409.b,MISTRA
grid.457421.1,APT
grid.457435.4,ABT
grid.457438.9,AES
grid.457439.8,AFGC
grid.457448.e,BXPL
grid.457460.4,AG
grid.457477.2,NAV
grid.457483.9,AVRE
grid.457500.3,TGS
grid.457513.1,ASC
grid.457524.5,BTO
grid.457533.3,AFS
grid.457551.7,NBS
grid.457566.3,IPR
grid.457566.3,NIEFT
grid.457570.4,CHM
grid.457586.d,NHO
grid.457604.4,BKK
grid.457609.9,NMA
grid.457619.8,CAA
grid.457636.5,NFU
grid.457646.2,NSB
grid.457658.d,DMMH
grid.457661.7,MC
grid.457662.4,DKNVS
grid.457665.3,DDL
grid.457668.e,CESSDA
grid.457694.d,CIENS
grid.457704.5,DNT
grid.457719.9,DNVA
grid.457720.3,PTS
grid.457724.7,CWG
grid.457740.5,ERT
grid.457747.2,EMGS
grid.457755.1,IODP
grid.457758.c,NSF BFA
grid.457762.5,NSF DGA
grid.457764.3,INEA
grid.457768.f,NSF BIO
grid.457770.6,NSF DBI
grid.457772.4,NSF DEB
grid.457773.5,NSF EF
grid.457775.3,DFØ
grid.457779.f,NSF IOS
grid.457783.a,NSF MCB
grid.457785.c,NSF CISE
grid.457787.e,FEAS
grid.457789.0,NSF ACI
grid.457793.b,NSF CCF
grid.457794.c,NSF CNS
grid.457797.f,NSF IIS
grid.457799.1,NSF EHR
grid.457801.f,NSF DGE
grid.457802.c,NSF DRL
grid.457803.d,NSF DUE
grid.457804.a,FHL
grid.457805.b,NSF HRD
grid.457807.9,FFV
grid.457810.f,NSF ENG
grid.457813.c,NSF CBET
grid.457814.b,NSF CMMI
grid.457818.7,NSF ECCS
grid.457821.d,NSF EEC
grid.457829.5,NSF EFMA
grid.457832.f,NSF IIP
grid.457835.8,NLR
grid.457836.b,NSF GEO
grid.457839.4,NSF AGS
grid.457842.8,NSF EAR
grid.457845.f,NSF OCE
grid.457846.c,NSF PLR
grid.457847.d,FDB
grid.457854.f,EAN
grid.457859.2,NFSA
grid.457860.8,GSF
grid.457862.a,NSF ANT
grid.457866.e,NSF ARC
grid.457875.c,NSF MPS
grid.457878.1,NSF AST
grid.457885.3,NSF CHE
grid.457888.e,NSF CCHF
grid.457891.6,NSF DMR
grid.457892.5,NSF DMS
grid.457893.4,NSF PHY
grid.457896.1,NSF NSB
grid.457898.f,NSF OD
grid.457900.f,NSF OIA
grid.457904.b,NSF OISE
grid.457907.8,NSF OIRM
grid.457908.7,GCE NODE
grid.457909.6,FDH
grid.457911.f,NSF DIS
grid.457916.8,NSF SBE
grid.457920.d,NSF BCS
grid.457921.c,NSF NCSE
grid.457922.f,NSF SES
grid.457924.9,NSF SLC-CC
grid.457927.a,NSF SMA
grid.457946.d,NIMBioS
grid.457948.3,MRSEC
grid.457952.8,GTS
grid.457966.f,NSF IGERT
grid.457972.a,NSF REU
grid.457990.6,GSA
grid.457999.f,ICD
grid.458019.1,HFK
grid.458024.f,IGM
grid.458039.3,IKO
grid.458040.d,EB
grid.458044.9,HOAS
grid.458046.b,ITA
grid.458056.a,ISEE
grid.458081.0,IDEAS
grid.458083.2,IFEA
grid.458084.5,HFS
grid.458093.3,IPM
grid.458104.c,HKP
grid.458110.9,HAP
grid.458155.8,NAROM
grid.458159.4,KI
grid.458168.6,NSM
grid.458171.e,NOKUT
grid.458172.d,LDH
grid.458176.9,NOV
grid.458178.7,LCE
grid.458178.7,KL
grid.458179.6,KAR
grid.458182.2,KPB
grid.458192.3,NCA
grid.458201.a,LGH
grid.458212.8,MTI
grid.458233.b,KIFO
grid.458251.f,MCTW
grid.458269.4,KREC
grid.458271.d,NLL
grid.458272.e,LESS
grid.458288.b,NGF
grid.458295.7,NGS
grid.458303.9,MSI
grid.458304.e,KMI
grid.458314.f,NQCG
grid.458327.f,NHF
grid.458330.9,NITO
grid.458337.e,NNKS
grid.458345.b,VHS
grid.458348.6,CSACI
grid.458349.7,NBI
grid.458351.e,KCPL
grid.458353.c,@qua
grid.458354.b,ALRC
grid.458355.a,AC-IPH
grid.458357.8,SBI
grid.458359.6,TGL
grid.458360.c,AHPSR
grid.458361.d,WSGR
grid.458362.e,AVIESAN
grid.458363.f,NYP
grid.458364.8,AAPS
grid.458366.a,DOEA
grid.458367.b,DHFETE
grid.458367.b,DEL
grid.458368.4,EAACI
grid.458369.5,NLS
grid.458370.d,AOGS
grid.458371.c,NWCC
grid.458374.9,CAUL
grid.458375.8,SCURL
grid.458379.4,QUERI
grid.458385.7,SAGW
grid.458387.5,MS
grid.458389.b,NLVP
grid.458392.1,EUGT
grid.458393.0,PHC
grid.458397.4,JPCA
grid.458398.b,RFF
grid.458401.c,PEPFAR
grid.458404.9,NICBR
grid.458411.d,JSDT
grid.458413.f,JSTM
grid.458414.8,ASPHER
grid.458415.9,KASE
grid.458416.a,IHME
grid.458419.5,KSQM
grid.458420.f,WAO
grid.458421.e,ICGDR
grid.458424.b,IHCC
grid.458425.a,JSME
grid.458426.9,iSBTc
grid.458426.9,SITC
grid.458428.7,JSA
grid.458429.6,SBRV
grid.458431.f,SCMR
grid.458433.d,Cop
grid.458435.b,IISER
grid.458436.8,NSLC
grid.458437.9,IOE CAS
grid.458438.6,IOP
grid.458440.9,EOC
grid.458441.8,CIB
grid.458442.b,ICM-CAS
grid.458442.b,IPE-CAS
grid.458443.a,RADI
grid.458445.c,CIGIT
grid.458446.f,ISCAS
grid.458446.f,IOS
grid.458447.e,APSCE
grid.458448.1,GIC
grid.458449.0,ISA
grid.458451.9,ITPCAS
grid.458451.9,ITP
grid.458452.a,IHNS
grid.458454.c,IUECAS
grid.458454.c,IUE
grid.458455.d,IOA
grid.458456.e,IVPP
grid.458457.f,IEE
grid.458458.0,IOZCAS
grid.458458.0,IOZ
grid.458459.1,SIMIT
grid.458460.b,KIBCAS
grid.458460.b,KIB
grid.458461.a,IEE
grid.458462.9,SIOM
grid.458463.8,AMSS
grid.458464.f,IECAS
grid.458465.e,IET
grid.458466.d,XAO
grid.458467.c,SITP
grid.458468.3,IGCAS
grid.458469.2,XIEG
grid.458471.b,BINN
grid.458472.8,IGG
grid.458473.9,NIAOTCAS
grid.458473.9,NIAOT
grid.458474.e,XTIPC
grid.458475.f,IAE
grid.458476.c,IGGCAS
grid.458477.d,XTBG
grid.458478.2,NIGLAS
grid.458479.3,NIGPAS
grid.458480.5,IIE
grid.458481.4,SIA
grid.458482.7,CIOMP
grid.458483.6,YAO
grid.458484.1,IM
grid.458485.0,ISSAS
grid.458486.3,SCIT
grid.458487.2,IMR
grid.458488.d,IMCAS
grid.458489.c,SIAT
grid.458490.4,NTSC
grid.458491.5,SCN
grid.458491.5,CSN
grid.458492.6,NIMTE
grid.458492.6,CNITECH
grid.458493.7,IGA
grid.458494.0,NAOJ
grid.458497.3,PMO
grid.458498.c,SCSIO
grid.458499.d,SINANO
grid.458500.c,QIBEBT
grid.458502.e,TIPCCAS
grid.458504.8,SIBET
grid.458505.9,IDSSE
grid.458506.a,SARI
grid.458507.b,GESSA
grid.458507.b,CSU
grid.458508.4,ESR
grid.458509.5,AOE
grid.458510.d,ISWC
grid.458512.f,FICS
grid.458512.f,SRLF
grid.458513.e,TIB
grid.458514.9,GUCAS
grid.458515.8,WBG
grid.458517.a,WBNSL
grid.458518.5,WIPM
grid.458519.4,IRSM
grid.458520.e,NKC
grid.458520.e,NKK
grid.458522.c,XIOPM
grid.458525.b,ZDM
grid.458539.6,NESO
grid.458540.8,COIN
grid.458542.a,NLI
grid.458548.0,NMF
grid.458550.9,COCC
grid.458560.a,NBA
grid.458567.d,Norhydro
grid.458569.3,NGF
grid.458571.a,NHF
grid.458571.a,NAD
grid.458576.d,IIA
grid.458576.d,NIRF
grid.458579.2,NSG
grid.458585.1,NNV
grid.458587.3,NTE
grid.458598.d,NSF
grid.458603.c,NSF
grid.458618.6,NTVA
grid.458625.8,NTI
grid.458629.4,NSR
grid.458636.a,NUPI
grid.458637.b,NNN
grid.458639.5,NUES
grid.458651.b,OSE
grid.458653.9,OCC
grid.458654.e,NBBL
grid.458659.3,OHV
grid.458666.f,NTF
grid.458681.6,NCL
grid.458696.0,PCA
grid.458697.1,NFL
grid.458700.e,OSC
grid.458704.a,NFA
grid.458710.f,OTG
grid.458714.b,NFU
grid.458725.9,NFS
grid.458733.e,NHS
grid.458739.4,RMP
grid.458750.b,OVTI
grid.458753.8,RF
grid.458758.3,OTT
grid.458759.2,REC
grid.458764.c,PFI
grid.458781.7,PzL
grid.458786.0,PwC
grid.458793.4,RFG
grid.458801.0,NPRA
grid.458806.7,RBUP
grid.458813.3,PTC
grid.458832.0,PGS
grid.458863.4,CAS
grid.458893.b,RIF
grid.458901.1,NCE
grid.458906.6,NCMH
grid.458911.0,RDS
grid.458922.0,LNS
grid.458923.1,RKK
grid.458942.6,SES
grid.458952.7,SMSC
grid.458961.7,AMAP
grid.458968.e,BAS
grid.458987.f,IJ
grid.459008.0,KLV
grid.459014.d,SSRI
grid.459030.b,SiT
grid.459031.a,SNN
grid.459052.f,TRI
grid.459060.e,RFF
grid.459070.f,SNSK
grid.459076.9,SN
grid.459081.1,SIS
grid.459094.5,SCI
grid.459097.6,Umoe
grid.459098.9,TFOU
grid.459107.e,MNEO
grid.459115.d,UA
grid.459118.0,UE
grid.459121.a,VITEC
grid.459123.8,UMS
grid.459127.c,VFF
grid.459127.c,NFAMA
grid.459139.3,UHR
grid.459143.e,CGG
grid.459148.5,UDI
grid.459171.f,IME
grid.459173.d,VHSS
grid.459178.6,INMHA
grid.459181.0,IHDCYH
grid.459183.2,IGH
grid.459184.5,ICR
grid.459186.7,IHSPR
grid.459190.0,WWH
grid.459194.4,IG
grid.459195.5,VBB
grid.459197.7,IA
grid.459199.9,WINS
grid.459204.e,VDG
grid.459205.f,WPC
grid.459219.2,AUF
grid.459225.d,CIUSS
grid.459228.0,IPSA
grid.459231.8,AIEQ
grid.459234.d,ÉTS
grid.459241.f,ENSBA
grid.459244.a,QIGC
grid.459245.b,CORIM
grid.459245.b,MCFR
grid.459257.8,IFAO
grid.459263.f,CNSMDL
grid.459266.a,Q-CROC
grid.459267.b,CLIPP
grid.459269.5,MEDTEQ
grid.459271.c,RQIS
grid.459272.f,GRIP
grid.459273.e,HEMU
grid.459277.a,IMAR
grid.459278.5,CIUSSS
grid.459284.6,IRIC
grid.459286.4,NIPH
grid.459288.a,CÉROM
grid.459289.b,CSSS-IUGS
grid.459290.3,CTREQ
grid.459291.2,SEREX
grid.459292.1,QSPP
grid.459293.0,SRC
grid.459294.7,SAT
grid.459306.d,ABMH
grid.459310.a,AFR
grid.459313.9,ARS
grid.459318.2,ACAP
grid.459319.3,ARIMT
grid.459327.e,AGH
grid.459329.0,IAP RAS
grid.459332.a,AHC
grid.459333.b,QUAH
grid.459336.e,AXHU
grid.459339.1,AKU
grid.459341.e,AYNU
grid.459349.6,BUN
grid.459362.f,ASC
grid.459364.9,ATS
grid.459367.a,AMC
grid.459368.5,BIAM
grid.459370.c,ACT
grid.459371.d,AIU
grid.459373.f,ARDE
grid.459376.a,BJOU
grid.459377.b,ACOM
grid.459381.2,AMRI
grid.459393.1,FAG
grid.459397.5,BUHS
grid.459398.a,BUTH
grid.459399.b,AZ
grid.459405.9,AECS
grid.459406.a,CNL
grid.459411.c,CIT
grid.459414.9,CSH
grid.459415.8,KKE
grid.459418.5,CFS
grid.459423.d,CARD
grid.459425.b,CIFA
grid.459426.8,LIESMARS
grid.459438.7,CAU
grid.459442.a,KAU
grid.459444.c,DJ
grid.459445.d,CMU
grid.459455.c,KKUH
grid.459457.e,CCST
grid.459460.a,SRC
grid.459463.9,DNB
grid.459466.c,DGUT
grid.459467.d,FAAM
grid.459470.b,DYPDCH
grid.459471.a,PAAET
grid.459475.e,RPGMC
grid.459478.3,FATEC
grid.459479.2,DRI
grid.459482.6,FUK
grid.459489.d,CVH
grid.459503.e,FEK
grid.459507.a,İGÜ
grid.459513.f,ESI
grid.459522.d,GRINM
grid.459524.b,FLAME
grid.459530.e,VDF
grid.459533.d,EXPL
grid.459537.9,CIUSSS
grid.459538.6,ARC
grid.459541.8,CSS
grid.459542.b,GAEC
grid.459543.a,GBPIHED
grid.459545.c,GCWC
grid.459546.f,GKNM
grid.459547.e,JNTUA
grid.459551.9,ISI
grid.459557.f,HUS
grid.459561.a,GNCH
grid.459564.f,HUT
grid.459567.c,GTC
grid.459570.a,HWU
grid.459583.6,HLI
grid.459584.1,GXNU
grid.459592.6,IITP
grid.459601.f,HBK
grid.459605.b,IUIM
grid.459606.8,IIMC
grid.459607.9,INIOAS
grid.459609.7,IROST
grid.459610.f,IISR
grid.459612.d,IITH
grid.459613.c,CIAT
grid.459616.9,IIVR
grid.459617.8,IAUT
grid.459618.7,INBAR
grid.459621.d,IGCAR
grid.459625.9,HMI
grid.459628.4,IMSBIO
grid.459634.9,ISSI
grid.459636.b,HZU
grid.459642.8,ICST
grid.459644.e,IGES
grid.459645.f,JISL
grid.459648.2,JAE
grid.459651.a,JBP
grid.459655.e,KMSDCH
grid.459657.c,JVCIT
grid.459659.2,KNMH
grid.459661.9,JRCNH
grid.459668.0,UKN
grid.459672.b,CCP
grid.459672.b,JHUCCP
grid.459676.f,AsAc
grid.459692.5,LTU
grid.459693.4,KL
grid.459696.1,MSRDC
grid.459698.f,LGPU
grid.459699.e,LSTU
grid.459701.e,KH
grid.459704.b,LPU
grid.459706.9,LSSC
grid.459710.e,KCB
grid.459720.d,KMHO
grid.459722.f,KVASU
grid.459724.9,KUT
grid.459726.b,MPCL
grid.459727.a,LSTC
grid.459727.a,LSNU
grid.459728.5,LIT
grid.459743.8,KUAF
grid.459746.d,MSSH
grid.459747.c,MCDH
grid.459750.a,LUANAR
grid.459752.8,MCH
grid.459753.9,MDQ
grid.459782.5,NNCT
grid.459786.1,NHRI
grid.459796.0,MNS-UET
grid.459797.1,NGBU
grid.459814.5,MACN
grid.459815.4,NTFGH
grid.459820.2,MVJMC
grid.459834.7,NARL
grid.459835.6,OCU
grid.459837.4,NCI
grid.459846.2,AEOI
grid.459848.c,PELA
grid.459853.6,OAUTHC
grid.459867.1,NITE
grid.459868.e,NITAC
grid.459869.f,PUTS
grid.459872.5,PCUV
grid.459884.c,NNC
grid.459886.e,NRIAG
grid.459888.0,RCCH
grid.459900.1,QUT
grid.459915.5,RRDCH
grid.459922.1,RLMC
grid.459926.5,RAT
grid.459932.0,RMK
grid.459938.a,SDMH
grid.459941.4,PC
grid.459957.3,SMU
grid.459968.f,SDMCA
grid.459970.6,SRMU
grid.459974.2,UEMA
grid.459978.e,ГосНИИАС
grid.459981.8,UEAP
grid.459990.8,SRMC
grid.459994.c,SVVU
grid.460003.1,TISCO
grid.460008.a,TAS
grid.460018.b,SPH
grid.460033.2,DNC
grid.460045.3,OFAS
grid.460078.d,USUES
grid.460083.9,UKL
grid.460085.f,UFCA
grid.460088.2,UKB
grid.460096.d,UNU-MERIT
grid.460097.c,UNU-IIGH
grid.460098.3,USTM
grid.460106.5,TCE
grid.460107.4,USK
grid.460108.b,TEL
grid.460113.1,HMTMH
grid.460132.2,XJU
grid.460134.4,WAHU
grid.460136.6,WGC
grid.460157.1,YJC
grid.460160.5,WTCC
grid.460164.1,WTBU
grid.460173.7,ZNU
grid.460185.e,ASECS
grid.460191.b,AMHPS
grid.460198.2,CHRIM
grid.460200.0,EMBRAPA
grid.460204.4,ITC
grid.460209.9,ERAC
grid.460213.2,ERM
grid.460217.6,MWRI
grid.460222.0,ATLFF
grid.460223.1,MRI
grid.460224.6,GLCA
grid.460226.4,PGRO
grid.460229.b,HDRA
grid.460231.2,RSIC
grid.460232.1,IACRLRD
grid.460236.5,JTCC
grid.460238.b,BCC
grid.460238.b,RCBC
grid.460241.5,KBR
grid.460243.7,ASBH
grid.460245.1,ORE
grid.460246.2,KOSGEB
grid.460248.c,JCHO
grid.460254.1,SEDA
grid.460254.1,VIAA
grid.460265.3,ACM
grid.460280.8,PWC
grid.460280.8,ARP
grid.460296.f,BLIRT
grid.460297.e,FDN
grid.460299.0,PGZ SA
grid.460307.6,BDS
grid.460321.2,ICPT
grid.460325.6,AHP
grid.460329.a,FWIOO
grid.460331.3,PHO
grid.460334.6,CHF
grid.460335.7,GC
grid.460342.7,IBE
grid.460348.d,IAFB
grid.460356.2,KSSHP
grid.460358.c,ICSO
grid.460360.7,IGiPZ PAN
grid.460360.7,IGSO PAS
grid.460361.6,ECRE
grid.460362.5,CSRG
grid.460363.4,CLKP
grid.460364.3,IH PAN
grid.460365.2,IFiS PAN
grid.460368.f,GCP
grid.460371.7,IITiS PAN
grid.460374.2,IIMPiB
grid.460376.0,IJP PAN
grid.460378.e,IGHZ
grid.460380.9,IKSIO PAN
grid.460381.8,IMM
grid.460383.a,IMG PAN
grid.460389.0,FCG
grid.460390.8,GPP
grid.460392.a,SKS
grid.460395.d,IMW
grid.460399.1,IMZ
grid.460408.e,INS
grid.460419.e,MACE
grid.460420.4,JSW
grid.460422.6,INOS
grid.460423.7,COIG
grid.460430.5,IP
grid.460432.7,MPWiK
grid.460436.3,KHW
grid.460437.2,SII
grid.460437.2,FPA
grid.460438.d,PTT
grid.460443.1,IPO
grid.460445.7,IPS
grid.460447.5,IP PAN
grid.460450.3,IRS
grid.460450.3,IFI
grid.460453.0,ISP PAN
grid.460455.6,ISEZ PAN
grid.460455.6,ISEA PAS
grid.460457.4,RPWIK
grid.460458.b,IS PAN
grid.460464.4,MNK
grid.460465.5,ITAM
grid.460466.6,KSC
grid.460468.8,ITP
grid.460470.1,KOTUS
grid.460478.9,KCRI
grid.460485.b,NWSA
grid.460499.6,PFON
grid.460502.5,PGNiG
grid.460504.3,LMG
grid.460507.0,PSE
grid.460508.f,NTI
grid.460519.f,PSK
grid.460524.1,LLH
grid.460539.d,OKB
grid.460544.7,UPI
grid.460544.7,FIIA
grid.460545.6,OAT
grid.460547.4,JAPA
grid.460559.b,PROOF
grid.460563.2,OBRUM
grid.460590.e,PBG
grid.460592.c,HSW
grid.460597.9,NKS
grid.460598.6,CIOP
grid.460599.7,IPP
grid.460600.4,IOS
grid.460601.5,IAFE
grid.460602.6,CNBOP
grid.460606.2,PPM
grid.460617.2,WZL-1
grid.460618.d,ZUK
grid.460620.6,ZBUS
grid.460624.2,WIChiR
grid.460629.f,APC
grid.460630.7,PCO
grid.460631.6,MCI
grid.460632.5,WITU
grid.460632.5,MIAT
grid.460633.4,GCM
grid.460634.3,PIMR
grid.460635.2,WITI
grid.460636.1,PIMOT
grid.460637.0,WITPiS
grid.460641.1,UET
grid.460644.4,AUA
grid.460646.6,ERH
grid.460652.3,WSTKT
grid.460653.2,EGH
grid.460654.5,VJH
grid.460655.4,WSTI
grid.460656.7,UCCI
grid.460659.8,SDH
grid.460666.4,ZDIZ
grid.460672.1,NCICH
grid.460675.6,IHB
grid.460683.f,ZAP B.P.
grid.460686.a,CMOSHMC
grid.460687.b,BMDH
grid.460691.c,B&DH
grid.460696.b,NEUB
grid.460697.a,EELU
grid.460701.4,UCA
grid.460712.6,EPUC
grid.460714.0,NGUC
grid.460715.1,OTMH
grid.460716.2,CCH&HS
grid.460717.3,RVUC
grid.460717.3,RVU
grid.460718.c,NUM
grid.460719.d,MCHG
grid.460720.7,PAH
grid.460722.5,PRH
grid.460723.4,HCY
grid.460724.3,SPHMMC
grid.460726.1,PCH
grid.460727.0,QCH
grid.460733.5,RH
grid.460737.1,RGH
grid.460739.f,ComUE
grid.460741.0,KDH
grid.460746.7,SCH
grid.460750.0,LBH
grid.460758.8,CMH
grid.460761.2,LMH
grid.460764.7,SMH
grid.460766.5,TSH
grid.460769.a,UCN
grid.460773.1,HRS
grid.460778.a,MUH
grid.460779.b,UCC
grid.460781.c,UCAES
grid.460782.f,UCA
grid.460785.8,UCL
grid.460786.b,UPSA
grid.460790.c,UCN
grid.460793.f,UCSJ
grid.460796.a,QE II
grid.460801.b,CTK
grid.460806.c,SDMH
grid.460807.d,AIJC
grid.460807.d,AUCC
grid.460808.2,CSUC
grid.460810.b,DLL
grid.460813.8,EPUC
grid.460814.f,FHRAI IHM
grid.460818.3,FHRC
grid.460821.9,MCU
grid.460822.a,MHRIAU
grid.460825.d,PUCG
grid.460826.e,SMCH
grid.460827.f,CPH
grid.460830.9,HKAH
grid.460833.a,HKBH
grid.460836.f,TGOU
grid.460843.d,TNPESU
grid.460849.7,ANMMCH
grid.460853.c,HMCH
grid.460854.b,AJEH
grid.460861.d,TMC
grid.460864.8,IAUA
grid.460875.8,AIT
grid.460875.8,AU
grid.460877.a,OUCW
grid.460878.5,IUST
grid.460885.7,IMS
grid.460889.b,AIU
grid.460891.2,KGH
grid.460894.7,UTM
grid.460906.d,CGH
grid.460907.c,UCC
grid.460910.a,MUMT
grid.460911.b,CBH
grid.460913.9,MMCH
grid.460917.d,MGH
grid.460918.2,MAMCH
grid.460921.8,CUTM
grid.460921.8,JITM
grid.460936.e,CMSDH
grid.460937.f,MMCH
grid.460938.0,TUJ
grid.460945.a,MMDCH
grid.460946.9,KAUH
grid.460949.6,STGH
grid.460952.c,NMCH
grid.460953.d,KSAM
grid.460955.b,UCA
grid.460959.7,PMCH
grid.460960.d,DSHM
grid.460961.c,AUA
grid.460964.9,COCH
grid.460965.8,NEGST
grid.460965.8,AIU
grid.460966.b,OCP
grid.460969.4,AKHK
grid.460975.9,KFSSH
grid.460979.5,RGUKT
grid.460982.1,STH
grid.460988.b,YCH
grid.460992.0,SZMC
grid.460993.1,AFU
grid.460994.6,AUC
grid.460997.5,JUC
grid.460998.a,IUC
grid.460999.b,AeU
grid.461002.1,SMIU
grid.461009.a,BEH
