Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Introduced,Terminated,Altitude,Population,Households,Nearest Station,Distance To Station (KM),Built Up Area,Built Up Area Sub-Division
DE5 5PG,No,53.135777,-1.343409,444024,360048,SK440600,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,145,,,"Alfreton",4.3,"",""
DE5 5PH,No,53.136781,-1.349463,443618,360156,SK436601,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,149,,,"Alfreton",4.3,"Tibshelf",""
DE5 5PJ,No,53.138992,-1.344482,443949,360405,SK439604,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,152,,,"Alfreton",4.6,"Tibshelf",""
DE5 5PL,No,53.138985,-1.346365,443823,360403,SK438604,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,156,,,"Alfreton",4.6,"Tibshelf",""
DE5 5PN,No,53.138935,-1.345454,443884,360398,SK438603,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,152,,,"Alfreton",4.6,"Tibshelf",""
DE5 5PP,No,53.144567,-1.339926,444248,361028,SK442610,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,172,,,"Alfreton",5.3,"Tibshelf",""
DE5 5PQ,No,53.141286,-1.344731,443930,360660,SK439606,4/1/1985 12:00:00 AM,12/1/1992 12:00:00 AM,165,,,"Alfreton",4.8,"Tibshelf",""
DE5 5PR,No,53.140672,-1.34761,443738,360590,SK437605,1/1/1983 12:00:00 AM,12/1/1992 12:00:00 AM,159,,,"Alfreton",4.7,"Tibshelf",""
DE5 5PS,No,53.146412,-1.338597,444335,361234,SK443612,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,182,,,"Alfreton",5.5,"Tibshelf",""
DE5 5PT,No,53.146904,-1.338171,444363,361289,SK443612,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,182,,,"Alfreton",5.6,"Tibshelf",""
DE5 5PU,No,53.147261,-1.337822,444386,361329,SK443613,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,181,,,"Alfreton",5.6,"Tibshelf",""
DE5 5PW,No,53.143607,-1.338655,444334,360922,SK443609,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,165,,,"Alfreton",5.2,"Tibshelf",""
DE5 5PX,No,53.143487,-1.337985,444379,360909,SK443609,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,163,,,"Alfreton",5.2,"Tibshelf",""
DE5 5PY,No,53.143374,-1.337015,444444,360897,SK444608,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,163,,,"Alfreton",5.2,"Tibshelf",""
DE5 5PZ,No,53.14266,-1.337982,444380,360817,SK443608,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,159,,,"Alfreton",5.1,"Tibshelf",""
DE5 5QA,No,53.143844,-1.337471,444413,360949,SK444609,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,166,,,"Alfreton",5.3,"Tibshelf",""
DE5 5QB,No,53.143154,-1.339559,444274,360871,SK442608,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,165,,,"Alfreton",5.2,"Tibshelf",""
DE5 5QD,No,53.14302,-1.339696,444265,360856,SK442608,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,165,,,"Alfreton",5.1,"Tibshelf",""
DE5 5QE,No,53.137124,-1.346349,443826,360196,SK438601,4/1/1985 12:00:00 AM,12/1/1992 12:00:00 AM,145,,,"Alfreton",4.4,"Tibshelf",""
DE5 5QF,No,53.144009,-1.339786,444258,360966,SK442609,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,170,,,"Alfreton",5.2,"Tibshelf",""
DE5 5QG,No,53.143216,-1.341054,444174,360877,SK441608,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,171,,,"Alfreton",5.1,"Tibshelf",""
DE5 5QH,No,53.144287,-1.336432,444482,360999,SK444609,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,169,,,"Alfreton",5.4,"Tibshelf",""
DE5 5QJ,No,53.137058,-1.352478,443416,360185,SK434601,7/1/1990 12:00:00 AM,12/1/1992 12:00:00 AM,147,,,"Alfreton",4.2,"Tibshelf",""
DE5 5QN,No,53.136149,-1.348979,443651,360086,SK436600,2/1/1990 12:00:00 AM,12/1/1992 12:00:00 AM,143,,,"Alfreton",4.2,"Tibshelf",""
DE5 5QP,No,53.137283,-1.347557,443745,360213,SK437602,2/1/1990 12:00:00 AM,12/1/1992 12:00:00 AM,149,,,"Alfreton",4.4,"Tibshelf",""
DE5 5QR,No,53.137843,-1.346412,443821,360276,SK438602,2/1/1990 12:00:00 AM,12/1/1992 12:00:00 AM,150,,,"Alfreton",4.4,"Tibshelf",""
DE5 5QS,No,53.137181,-1.345286,443897,360203,SK438602,1/1/1991 12:00:00 AM,12/1/1992 12:00:00 AM,145,,,"Alfreton",4.4,"Tibshelf",""
DE5 5QT,No,53.13717,-1.348231,443700,360200,SK437601,7/1/1990 12:00:00 AM,12/1/1991 12:00:00 AM,150,,,"Alfreton",4.3,"Tibshelf",""
DE5 5QW,No,53.136541,-1.348256,443699,360130,SK436601,2/1/1990 12:00:00 AM,12/1/1992 12:00:00 AM,144,,,"Alfreton",4.3,"Tibshelf",""
DE5 5QX,No,53.139548,-1.345744,443864,360466,SK438604,7/1/1990 12:00:00 AM,12/1/1992 12:00:00 AM,157,,,"Alfreton",4.6,"Tibshelf",""
DE5 6AA,No,53.120975,-1.409232,439634,358363,SK396583,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,133,,,"Alfreton",3.5,"Stonebroom","Stonebroom"
DE5 6AB,No,53.120709,-1.411851,439459,358332,SK394583,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,136,,,"Alfreton",3.6,"Stonebroom","Stonebroom"
DE5 6AD,No,53.121631,-1.41275,439398,358434,SK393584,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,139,,,"Alfreton",3.7,"Stonebroom","Stonebroom"
DE5 6AE,No,53.121373,-1.411468,439484,358406,SK394584,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,135,,,"Alfreton",3.6,"Stonebroom","Stonebroom"
DE5 6AF,No,53.121051,-1.413564,439344,358369,SK393583,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,141,,,"Alfreton",3.7,"Stonebroom","Stonebroom"
DE5 6AG,No,53.120782,-1.41563,439206,358338,SK392583,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,139,,,"Alfreton",3.8,"Stonebroom","Stonebroom"
DE5 6AH,No,53.121151,-1.423156,438702,358375,SK387583,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,96,,,"Alfreton",4.2,"",""
DE5 6AJ,No,53.118822,-1.426564,438476,358114,SK384581,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,95,,,"Alfreton",4.3,"",""
DE5 6AL,No,53.119535,-1.434862,437920,358189,SK379581,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,127,,,"Alfreton",4.8,"",""
DE5 6AN,No,53.124404,-1.437862,437715,358729,SK377587,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,119,,,"Alfreton",5.3,"",""
DE5 6AP,No,53.129229,-1.445062,437229,359262,SK372592,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,129,,,"Alfreton",6.0,"",""
DE5 6AQ,No,53.126519,-1.448026,437033,358959,SK370589,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,150,,,"Alfreton",6.0,"",""
DE5 6AR,No,53.123548,-1.450934,436841,358627,SK368586,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,168,,,"Whatstandwell",5.7,"",""
DE5 6AS,No,53.121655,-1.449762,436921,358417,SK369584,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,160,,,"Whatstandwell",5.6,"",""
DE5 6AT,No,53.11916,-1.405806,439865,358163,SK398581,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,125,,,"Alfreton",3.2,"",""
DE5 6AU,No,53.113075,-1.407682,439745,357485,SK397574,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,121,,,"Alfreton",2.9,"",""
DE5 6AW,No,53.114252,-1.396864,440468,357622,SK404576,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,125,,,"Alfreton",2.4,"",""
DE5 6AX,No,53.116501,-1.388257,441042,357877,SK410578,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,125,,,"Alfreton",2.2,"",""
DE5 6AY,No,53.119765,-1.39743,440425,358235,SK404582,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,131,,,"Alfreton",2.8,"",""
DE5 6AZ,No,53.11894,-1.399443,440291,358142,SK402581,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,133,,,"Alfreton",2.9,"",""
DE5 6BA,No,53.119227,-1.401203,440173,358173,SK401581,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,131,,,"Alfreton",3.0,"",""
DE5 6BB,No,53.123213,-1.405451,439885,358614,SK398586,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,141,,,"Alfreton",3.5,"Stonebroom","Stonebroom"
DE5 6BD,No,53.119456,-1.400288,440234,358199,SK402581,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,131,,,"Alfreton",2.9,"",""
DE5 6BE,No,53.119578,-1.401272,440168,358212,SK401582,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,131,,,"Alfreton",3.0,"",""
DE5 6BG,No,53.119896,-1.401866,440128,358247,SK401582,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,130,,,"Alfreton",3.0,"",""
DE5 6BH,No,53.119972,-1.400908,440192,358256,SK401582,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,130,,,"Alfreton",3.0,"",""
DE5 6BJ,No,53.122647,-1.40377,439998,358552,SK399585,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,139,,,"Alfreton",3.4,"Stonebroom","Stonebroom"
DE5 6BL,No,53.12614,-1.406636,439803,358939,SK398589,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,142,,,"Alfreton",3.8,"Stonebroom","Stonebroom"
DE5 6BN,No,53.126178,-1.41061,439537,358941,SK395589,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,144,,,"Alfreton",4.0,"Stonebroom","Stonebroom"
DE5 6BP,No,53.12583,-1.411123,439503,358902,SK395589,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,145,,,"Alfreton",3.9,"Stonebroom","Stonebroom"
DE5 6BQ,No,53.126319,-1.411983,439445,358956,SK394589,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,145,,,"Alfreton",4.0,"Stonebroom","Stonebroom"
DE5 6BR,No,53.126753,-1.408764,439660,359006,SK396590,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,144,,,"Alfreton",3.9,"Stonebroom","Stonebroom"
DE5 6BS,No,53.127971,-1.404309,439957,359144,SK399591,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,140,,,"Alfreton",3.8,"Stonebroom","Stonebroom"
DE5 6BT,No,53.129253,-1.398194,440365,359290,SK403592,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,138,,,"Alfreton",3.7,"Stonebroom","Stonebroom"
DE5 6BU,No,53.127342,-1.409758,439593,359071,SK395590,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,145,,,"Alfreton",4.0,"Stonebroom","Stonebroom"
DE5 6BW,No,53.127904,-1.408808,439656,359134,SK396591,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,145,,,"Alfreton",4.0,"Stonebroom","Stonebroom"
DE5 6BX,No,53.126002,-1.407833,439723,358923,SK397589,1/1/1983 12:00:00 AM,12/1/1992 12:00:00 AM,142,,,"Alfreton",3.8,"Stonebroom","Stonebroom"
DE5 6BY,No,53.113927,-1.458197,436363,357553,SK363575,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,139,,,"Whatstandwell",4.6,"",""
DE5 6BZ,No,53.118256,-1.453451,436677,358037,SK366580,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,179,,,"Whatstandwell",5.1,"",""
DE5 6DD,No,53.124581,-1.460738,436184,358737,SK361587,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,201,,,"Whatstandwell",5.4,"",""
DE5 6DE,No,53.128675,-1.467442,435732,359189,SK357591,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,256,,,"Whatstandwell",5.6,"",""
DE5 6DF,No,53.126437,-1.455724,436518,358946,SK365589,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,186,,,"Whatstandwell",5.8,"",""
DE5 6DG,No,53.127908,-1.454973,436567,359110,SK365591,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,179,,,"Whatstandwell",5.9,"",""
DE5 6DJ,No,53.114495,-1.439276,437629,357626,SK376576,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,138,,,"Alfreton",4.9,"",""
DE5 6DL,No,53.116423,-1.436263,437829,357842,SK378578,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,130,,,"Alfreton",4.8,"",""
DE5 6DN,No,53.111413,-1.435551,437881,357285,SK378572,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,123,,,"Alfreton",4.6,"",""
DE5 6DP,No,53.114249,-1.444194,437300,357596,SK373575,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,158,,,"Alfreton",5.2,"",""
DE5 6DQ,No,53.115744,-1.44673,437129,357761,SK371577,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,170,,,"Whatstandwell",5.3,"",""
DE5 6DR,No,53.116056,-1.444365,437287,357797,SK372577,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,163,,,"Alfreton",5.3,"",""
DE5 6DS,No,53.114257,-1.438218,437700,357600,SK377575,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,133,,,"Alfreton",4.8,"",""
DE5 6DT,No,53.117519,-1.449681,436930,357957,SK369579,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,175,,,"Whatstandwell",5.3,"",""
DE5 6DU,No,53.111241,-1.450717,436866,357258,SK368572,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,154,,,"Whatstandwell",4.7,"",""
DE5 6DW,No,53.11756,-1.448649,436999,357962,SK369579,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,174,,,"Whatstandwell",5.3,"",""
