Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Introduced,Terminated,Altitude,Population,Households,Nearest Station,Distance To Station (KM),Built Up Area,Built Up Area Sub-Division
NE31 2QH,Yes,54.966116,-1.511497,431374,563608,NZ313636,1/1/1980 12:00:00 AM,,36,54,28,"Heworth",3.3,"Tyneside","Hebburn"
NE31 2QJ,Yes,54.965424,-1.513645,431237,563530,NZ312635,1/1/1980 12:00:00 AM,,36,32,12,"Heworth",3.1,"Tyneside","Hebburn"
NE31 2QL,Yes,54.96581,-1.513375,431254,563573,NZ312635,1/1/1980 12:00:00 AM,,37,7,4,"Heworth",3.1,"Tyneside","Hebburn"
NE31 2QN,Yes,54.965636,-1.51483,431161,563553,NZ311635,1/1/1980 12:00:00 AM,,37,92,43,"Heworth",3.0,"Tyneside","Hebburn"
NE31 2QP,Yes,54.965452,-1.516128,431078,563532,NZ310635,1/1/1980 12:00:00 AM,,39,31,12,"Heworth",3.0,"Tyneside","Hebburn"
NE31 2QQ,No,54.966062,-1.515777,431100,563600,NZ311635,1/1/1980 12:00:00 AM,12/1/1986 12:00:00 AM,37,,,"Heworth",3.0,"Tyneside","Hebburn"
NE31 2QR,Yes,54.965995,-1.517153,431012,563592,NZ310635,1/1/1980 12:00:00 AM,,39,17,7,"Heworth",2.9,"Tyneside","Hebburn"
NE31 2QS,Yes,54.967213,-1.516045,431082,563728,NZ310637,1/1/1980 12:00:00 AM,,38,59,26,"Heworth",3.1,"Tyneside","Hebburn"
NE31 2QT,Yes,54.965562,-1.516783,431036,563544,NZ310635,1/1/1980 12:00:00 AM,,39,5,3,"Heworth",2.9,"Tyneside","Hebburn"
NE31 2QU,Yes,54.969276,-1.510506,431435,563960,NZ314639,1/1/1983 12:00:00 AM,,33,,,"Heworth",3.5,"Tyneside","Hebburn"
NE31 2QW,No,54.966062,-1.515777,431100,563600,NZ311635,1/1/1980 12:00:00 AM,12/1/1988 12:00:00 AM,37,,,"Heworth",3.0,"Tyneside","Hebburn"
NE31 2RG,Yes,54.967628,-1.505262,431772,563779,NZ317637,1/1/1980 12:00:00 AM,,31,25,8,"Heworth",3.7,"Tyneside","Hebburn"
NE31 2RH,Yes,54.967171,-1.503362,431894,563729,NZ318637,1/1/1980 12:00:00 AM,,33,123,44,"Heworth",3.8,"Tyneside","Hebburn"
NE31 2RJ,Yes,54.966807,-1.504553,431818,563688,NZ318636,1/1/1980 12:00:00 AM,,32,,,"Heworth",3.7,"Tyneside","Hebburn"
NE31 2RL,Yes,54.969481,-1.503505,431883,563986,NZ318639,1/1/1980 12:00:00 AM,,31,89,41,"Heworth",3.9,"Tyneside","Hebburn"
NE31 2RN,Yes,54.969461,-1.503068,431911,563984,NZ319639,1/1/1980 12:00:00 AM,,31,137,60,"Heworth",3.9,"Tyneside","Hebburn"
NE31 2RP,Yes,54.969546,-1.503926,431856,563993,NZ318639,1/1/1980 12:00:00 AM,,31,81,34,"Heworth",3.9,"Tyneside","Hebburn"
NE31 2RQ,Yes,54.967909,-1.503775,431867,563811,NZ318638,1/1/1980 12:00:00 AM,,32,120,60,"Heworth",3.8,"Tyneside","Hebburn"
NE31 2RR,Yes,54.96933,-1.506038,431721,563968,NZ317639,1/1/1980 12:00:00 AM,,31,36,17,"Heworth",3.7,"Tyneside","Hebburn"
NE31 2RT,Yes,54.971422,-1.505809,431734,564201,NZ317642,1/1/1980 12:00:00 AM,,31,40,19,"Heworth",3.9,"Tyneside","Hebburn"
NE31 2RW,Yes,54.969265,-1.50557,431751,563961,NZ317639,1/1/1980 12:00:00 AM,,31,69,30,"Heworth",3.8,"Tyneside","Hebburn"
NE31 2RX,Yes,54.971974,-1.504334,431828,564263,NZ318642,1/1/1980 12:00:00 AM,,30,40,16,"Heworth",4.0,"Tyneside","Hebburn"
NE31 2RY,Yes,54.972175,-1.503035,431911,564286,NZ319642,1/1/1980 12:00:00 AM,,29,20,10,"Heworth",4.1,"Tyneside","Hebburn"
NE31 2RZ,Yes,54.973259,-1.502287,431958,564407,NZ319644,1/1/1980 12:00:00 AM,,29,46,16,"Heworth",4.2,"Tyneside","Hebburn"
NE31 2SA,Yes,54.973626,-1.50411,431841,564447,NZ318644,1/1/1980 12:00:00 AM,,33,54,24,"Heworth",4.1,"Tyneside","Hebburn"
NE31 2SB,Yes,54.972984,-1.503009,431912,564376,NZ319643,1/1/1980 12:00:00 AM,,30,39,20,"Heworth",4.1,"Tyneside","Hebburn"
NE31 2SD,Yes,54.972738,-1.504449,431820,564348,NZ318643,1/1/1980 12:00:00 AM,,32,51,20,"Heworth",4.0,"Tyneside","Hebburn"
NE31 2SE,Yes,54.97306,-1.506304,431701,564383,NZ317643,1/1/1980 12:00:00 AM,,34,111,26,"Heworth",4.0,"Tyneside","Hebburn"
NE31 2SF,Yes,54.972803,-1.505105,431778,564355,NZ317643,1/1/1980 12:00:00 AM,,33,37,14,"Heworth",4.0,"Tyneside","Hebburn"
NE31 2SG,No,54.97219,-1.506659,431679,564286,NZ316642,1/1/1980 12:00:00 AM,7/1/2006 12:00:00 AM,33,,,"Heworth",3.9,"Tyneside","Hebburn"
NE31 2SH,Yes,54.972111,-1.507284,431639,564277,NZ316642,1/1/1980 12:00:00 AM,,33,34,13,"Heworth",3.8,"Tyneside","Hebburn"
NE31 2SJ,No,54.972993,-1.507586,431619,564375,NZ316643,1/1/1980 12:00:00 AM,8/1/2009 12:00:00 AM,34,,,"Heworth",3.9,"Tyneside","Hebburn"
NE31 2SL,Yes,54.972325,-1.508953,431532,564300,NZ315642,1/1/1980 12:00:00 AM,,34,67,9,"Heworth",3.8,"Tyneside","Hebburn"
NE31 2SN,No,54.973894,-1.508122,431584,564475,NZ315644,1/1/1980 12:00:00 AM,8/1/2015 12:00:00 AM,35,,,"Heworth",3.9,"Tyneside","Hebburn"
NE31 2SP,Yes,54.973433,-1.507378,431632,564424,NZ316644,1/1/1980 12:00:00 AM,,34,,,"Heworth",3.9,"Tyneside","Hebburn"
NE31 2SQ,Yes,54.972295,-1.505939,431725,564298,NZ317642,1/1/1980 12:00:00 AM,,32,47,22,"Heworth",3.9,"Tyneside","Hebburn"
NE31 2SR,No,54.973863,-1.50706,431652,564472,NZ316644,12/1/2001 12:00:00 AM,8/1/2015 12:00:00 AM,34,,,"Heworth",4.0,"Tyneside","Hebburn"
NE31 2SS,No,54.974159,-1.506978,431657,564505,NZ316645,12/1/1999 12:00:00 AM,5/1/2004 12:00:00 AM,35,,,"Heworth",4.0,"Tyneside","Hebburn"
NE31 2SW,No,54.974015,-1.509136,431519,564488,NZ315644,6/1/2001 12:00:00 AM,8/1/2015 12:00:00 AM,34,,,"Heworth",3.9,"Tyneside","Hebburn"
NE31 2TA,Yes,54.965911,-1.523214,430624,563580,NZ306635,1/1/1980 12:00:00 AM,,46,13,4,"Heworth",2.6,"Tyneside","Hebburn"
NE31 2TB,Yes,54.965681,-1.521701,430721,563555,NZ307635,1/1/1980 12:00:00 AM,,46,27,14,"Heworth",2.7,"Tyneside","Hebburn"
NE31 2TD,Yes,54.965367,-1.519643,430853,563521,NZ308635,1/1/1980 12:00:00 AM,,42,19,9,"Heworth",2.8,"Tyneside","Hebburn"
NE31 2TE,Yes,54.966492,-1.517709,430976,563647,NZ309636,1/1/1980 12:00:00 AM,,40,19,8,"Heworth",2.9,"Tyneside","Hebburn"
NE31 2TF,Yes,54.966446,-1.519802,430842,563641,NZ308636,1/1/1980 12:00:00 AM,,44,84,41,"Heworth",2.8,"Tyneside","Hebburn"
NE31 2TG,Yes,54.966013,-1.519464,430864,563593,NZ308635,1/1/1980 12:00:00 AM,,43,29,16,"Heworth",2.8,"Tyneside","Hebburn"
NE31 2TH,Yes,54.96665,-1.521781,430715,563663,NZ307636,1/1/1980 12:00:00 AM,,47,6,0,"Heworth",2.7,"Tyneside","Hebburn"
NE31 2TJ,Yes,54.968665,-1.521853,430709,563887,NZ307638,1/1/1980 12:00:00 AM,,44,33,16,"Heworth",2.9,"Tyneside","Hebburn"
NE31 2TL,Yes,54.96913,-1.52127,430746,563939,NZ307639,1/1/1980 12:00:00 AM,,43,16,7,"Heworth",2.9,"Tyneside","Hebburn"
NE31 2TN,Yes,54.969873,-1.520636,430786,564022,NZ307640,1/1/1980 12:00:00 AM,,41,15,6,"Heworth",3.0,"Tyneside","Hebburn"
NE31 2TP,Yes,54.970351,-1.51885,430900,564076,NZ309640,1/1/1980 12:00:00 AM,,40,42,24,"Heworth",3.1,"Tyneside","Hebburn"
NE31 2TQ,Yes,54.966682,-1.52272,430655,563666,NZ306636,1/1/1980 12:00:00 AM,,45,26,11,"Heworth",2.7,"Tyneside","Hebburn"
NE31 2TW,Yes,54.970167,-1.519852,430836,564055,NZ308640,1/1/1980 12:00:00 AM,,40,26,15,"Heworth",3.1,"Tyneside","Hebburn"
NE31 2TY,Yes,54.971347,-1.518276,430936,564187,NZ309641,1/1/1980 12:00:00 AM,,40,24,13,"Heworth",3.2,"Tyneside","Hebburn"
NE31 2TZ,Yes,54.970545,-1.517785,430968,564098,NZ309640,1/1/1980 12:00:00 AM,,40,21,8,"Heworth",3.2,"Tyneside","Hebburn"
NE31 2UA,No,54.970087,-1.517791,430968,564047,NZ309640,1/1/1980 12:00:00 AM,2/1/2001 12:00:00 AM,40,,,"Heworth",3.2,"Tyneside","Hebburn"
NE31 2UB,Yes,54.968392,-1.516546,431049,563859,NZ310638,1/1/1980 12:00:00 AM,,40,61,30,"Heworth",3.1,"Tyneside","Hebburn"
NE31 2UD,No,54.969662,-1.517296,431000,564000,NZ310639,1/1/1980 12:00:00 AM,12/1/1991 12:00:00 AM,41,,,"Heworth",3.2,"Tyneside","Hebburn"
NE31 2UE,Yes,54.971513,-1.517258,431001,564206,NZ310642,1/1/1980 12:00:00 AM,,40,42,15,"Heworth",3.3,"Tyneside","Hebburn"
