Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Introduced,Terminated,Altitude,Population,Households,Nearest Station,Distance To Station (KM),Built Up Area,Built Up Area Sub-Division
B13 9EL,Yes,52.443436,-1.886645,407802,282836,SP078828,1/1/1980 12:00:00 AM,,162,62,27,"Hall Green",2.9,"West Midlands","Birmingham"
B13 9EN,Yes,52.442986,-1.886337,407823,282786,SP078827,1/1/1980 12:00:00 AM,,163,85,26,"Hall Green",2.8,"West Midlands","Birmingham"
B13 9EP,Yes,52.442824,-1.885793,407860,282768,SP078827,1/1/1980 12:00:00 AM,,163,13,5,"Hall Green",2.8,"West Midlands","Birmingham"
B13 9ER,Yes,52.442776,-1.882527,408082,282763,SP080827,1/1/1980 12:00:00 AM,,159,36,20,"Hall Green",2.6,"West Midlands","Birmingham"
B13 9ES,Yes,52.442136,-1.881381,408160,282692,SP081826,1/1/1980 12:00:00 AM,,157,36,15,"Hall Green",2.5,"West Midlands","Birmingham"
B13 9ET,Yes,52.443773,-1.882451,408087,282874,SP080828,1/1/1980 12:00:00 AM,,158,75,35,"Hall Green",2.6,"West Midlands","Birmingham"
B13 9EU,No,52.44248,-1.874746,408611,282731,SP086827,6/1/1999 12:00:00 AM,9/1/2000 12:00:00 AM,155,,,"Hall Green",2.1,"West Midlands","Birmingham"
B13 9EX,Yes,52.446248,-1.885005,407913,283149,SP079831,1/1/1980 12:00:00 AM,,154,9,4,"Small Heath",2.6,"West Midlands","Birmingham"
B13 9EY,Yes,52.445195,-1.88411,407974,283032,SP079830,3/1/1982 12:00:00 AM,,157,69,62,"Small Heath",2.7,"West Midlands","Birmingham"
B13 9EZ,Yes,52.445104,-1.882918,408055,283022,SP080830,1/1/1980 12:00:00 AM,,157,21,10,"Small Heath",2.6,"West Midlands","Birmingham"
B13 9FE,Yes,52.44602,-1.881739,408135,283124,SP081831,6/1/1996 12:00:00 AM,,157,48,16,"Small Heath",2.5,"West Midlands","Birmingham"
B13 9FF,Yes,52.446182,-1.881385,408159,283142,SP081831,6/1/1996 12:00:00 AM,,157,16,6,"Small Heath",2.5,"West Midlands","Birmingham"
B13 9FL,Yes,52.434256,-1.860854,409557,281818,SP095818,7/1/2016 12:00:00 AM,,127,,,"Hall Green",1.1,"West Midlands","Birmingham"
B13 9FR,No,52.44248,-1.874746,408611,282731,SP086827,6/1/1997 12:00:00 AM,6/1/1999 12:00:00 AM,155,,,"Hall Green",2.1,"West Midlands","Birmingham"
B13 9FT,No,52.44248,-1.874746,408611,282731,SP086827,6/1/1997 12:00:00 AM,6/1/1999 12:00:00 AM,155,,,"Hall Green",2.1,"West Midlands","Birmingham"
B13 9FX,No,52.444008,-1.88373,408000,282900,SP080828,6/1/1998 12:00:00 AM,6/1/1999 12:00:00 AM,159,,,"Hall Green",2.7,"West Midlands","Birmingham"
B13 9FY,No,52.444008,-1.88373,408000,282900,SP080828,12/1/1998 12:00:00 AM,6/1/1999 12:00:00 AM,159,,,"Hall Green",2.7,"West Midlands","Birmingham"
B13 9GA,No,52.444008,-1.88373,408000,282900,SP080828,7/1/1995 12:00:00 AM,6/1/1996 12:00:00 AM,159,,,"Hall Green",2.7,"West Midlands","Birmingham"
B13 9GD,No,52.44248,-1.874746,408611,282731,SP086827,7/1/1995 12:00:00 AM,12/1/1999 12:00:00 AM,155,,,"Hall Green",2.1,"West Midlands","Birmingham"
B13 9GE,No,52.44248,-1.874746,408611,282731,SP086827,6/1/1997 12:00:00 AM,5/1/2001 12:00:00 AM,155,,,"Hall Green",2.1,"West Midlands","Birmingham"
B13 9GG,Yes,52.441408,-1.872866,408739,282612,SP087826,7/1/2006 12:00:00 AM,,153,12,3,"Hall Green",1.9,"West Midlands","Birmingham"
B13 9GH,Yes,52.44702,-1.88409,407975,283235,SP079832,9/1/2007 12:00:00 AM,,155,9,5,"Small Heath",2.5,"West Midlands","Birmingham"
B13 9GL,Yes,52.440922,-1.86758,409098,282558,SP090825,9/1/2009 12:00:00 AM,,150,6,2,"Hall Green",1.6,"West Midlands","Birmingham"
B13 9GR,No,52.444008,-1.88373,408000,282900,SP080828,1/1/1995 12:00:00 AM,7/1/1995 12:00:00 AM,159,,,"Hall Green",2.7,"West Midlands","Birmingham"
B13 9HA,Yes,52.444573,-1.882199,408104,282963,SP081829,1/1/1980 12:00:00 AM,,158,45,23,"Hall Green",2.6,"West Midlands","Birmingham"
B13 9HB,Yes,52.44567,-1.882328,408095,283085,SP080830,1/1/1980 12:00:00 AM,,157,75,46,"Small Heath",2.5,"West Midlands","Birmingham"
B13 9HD,Yes,52.446103,-1.883357,408025,283133,SP080831,1/1/1980 12:00:00 AM,,157,,,"Small Heath",2.5,"West Midlands","Birmingham"
B13 9HE,No,52.445769,-1.882358,408093,283096,SP080830,12/1/1999 12:00:00 AM,2/1/2006 12:00:00 AM,157,,,"Small Heath",2.5,"West Midlands","Birmingham"
B13 9HF,Yes,52.444445,-1.880007,408253,282949,SP082829,1/1/1980 12:00:00 AM,,158,128,34,"Hall Green",2.5,"West Midlands","Birmingham"
B13 9HG,No,52.441497,-1.871571,408827,282622,SP088826,1/1/1980 12:00:00 AM,5/1/2004 12:00:00 AM,151,,,"Hall Green",1.8,"West Midlands","Birmingham"
B13 9HH,Yes,52.444875,-1.878505,408355,282997,SP083829,1/1/1980 12:00:00 AM,,157,105,44,"Hall Green",2.4,"West Midlands","Birmingham"
B13 9HJ,Yes,52.446159,-1.876383,408499,283140,SP084831,1/1/1980 12:00:00 AM,,147,84,38,"Small Heath",2.3,"West Midlands","Birmingham"
B13 9HL,Yes,52.445124,-1.875474,408561,283025,SP085830,1/1/1980 12:00:00 AM,,148,55,27,"Hall Green",2.2,"West Midlands","Birmingham"
B13 9HN,Yes,52.444916,-1.874695,408614,283002,SP086830,1/1/1980 12:00:00 AM,,148,10,6,"Hall Green",2.2,"West Midlands","Birmingham"
B13 9HP,Yes,52.444728,-1.875681,408547,282981,SP085829,1/1/1980 12:00:00 AM,,150,27,14,"Hall Green",2.2,"West Midlands","Birmingham"
B13 9HR,Yes,52.445286,-1.876106,408518,283043,SP085830,1/1/1980 12:00:00 AM,,149,14,12,"Hall Green",2.3,"West Midlands","Birmingham"
